CustomerID,Region,State,City,Job,Marital,Default,Balance,HHInsurance,CarLoan
145128,East,New Jersey,Millville,unemployed,married,0,6,0,0
145142,Central,Texas,Dallas,housemaid,married,0,38,0,0
145184,West,Utah,Pleasant Grove,blue-collar,married,0,486,1,0
145212,West,Oregon,Troutdale,technician,single,0,178,0,0
145226,West,Washington,Seattle,technician,married,0,2643,0,0
145233,South,North Carolina,Charlotte,management,married,0,-970,1,0
145247,East,District of Columbia,Washington,technician,married,0,136,0,0
145310,South,North Carolina,Charlotte,management,married,0,369,0,0
145317,Central,Minnesota,Brooklyn Park,unemployed,divorced,0,1694,0,0
145352,East,Pennsylvania,Philadelphia,unemployed,single,0,7724,0,0
145366,East,District of Columbia,Washington,management,single,0,87,0,0
145401,Central,Illinois,Chicago,retired,married,0,155,0,0
145436,East,New York,New York City,NA,single,0,942,0,0
145499,East,Pennsylvania,Philadelphia,entrepreneur,single,0,732,0,0
145576,West,California,Los Angeles,admin.,single,0,306,1,0
145583,East,District of Columbia,Washington,management,single,0,159,0,0
145625,East,District of Columbia,Washington,management,divorced,0,-130,1,0
145821,West,California,Los Angeles,unemployed,single,0,622,0,0
145849,West,Montana,Kalispell,admin.,divorced,0,19,1,0
145863,Central,Illinois,Chicago,management,single,0,1088,1,0
145877,Central,Wisconsin,Eau Claire,retired,single,0,351,1,0
145884,East,New York,New York City,technician,married,0,806,0,0
145905,East,New York,New York City,student,single,0,1235,0,0
145919,West,California,Los Angeles,technician,married,0,335,0,0
145926,West,Washington,Edmonds,management,married,0,1167,1,1
146024,Central,Texas,Houston,student,single,0,382,0,0
146031,Central,Minnesota,Blaine,student,single,0,64,0,0
146087,East,Pennsylvania,Greensburg,entrepreneur,married,0,0,0,0
146136,West,Washington,Seattle,services,single,0,54,1,0
146171,Central,Texas,Carrollton,management,single,0,924,0,0
146206,South,South Carolina,Taylors,technician,divorced,0,3450,0,0
146262,West,California,Los Angeles,management,single,0,3041,1,0
146416,East,Maine,Auburn,retired,divorced,0,482,0,0
146521,Central,Illinois,Highland Park,admin.,single,0,-213,1,1
146563,Central,Illinois,Chicago,blue-collar,single,0,36,1,0
146570,South,North Carolina,Indian Trail,retired,married,0,3629,0,0
146633,West,Montana,Kalispell,blue-collar,single,0,2093,0,0
146640,East,Massachusetts,Boston,management,divorced,0,4692,1,0
146682,East,Ohio,Hilliard,admin.,married,0,1207,1,0
146703,East,New York,New York City,self-employed,married,0,4420,1,1
146710,East,District of Columbia,Washington,management,single,0,3840,1,0
146724,South,Florida,Hollywood,housemaid,divorced,0,1311,0,0
146780,South,Georgia,Atlanta,unemployed,married,0,519,0,0
146794,South,Florida,Miramar,student,single,0,329,0,0
146829,South,North Carolina,Charlotte,management,single,0,5359,0,0
146934,East,New York,Valley Stream,self-employed,married,0,1278,0,0
146941,East,Pennsylvania,Philadelphia,blue-collar,married,0,184,0,1
146969,East,New York,New York City,admin.,divorced,0,-41,1,1
147039,West,California,San Diego,retired,married,0,4112,0,0
147067,East,Pennsylvania,Philadelphia,entrepreneur,married,0,593,1,1
147221,South,Georgia,Atlanta,student,married,0,119,1,0
147277,West,Washington,Seattle,blue-collar,married,0,2913,0,0
147291,West,Utah,Tooele,services,married,0,471,1,0
147298,West,California,Los Banos,management,married,0,1519,0,0
147361,South,Alabama,Madison,student,single,0,1506,0,0
147368,Central,Kansas,Hutchinson,entrepreneur,married,0,2971,0,0
147375,East,Massachusetts,Boston,student,single,0,538,0,0
147417,Central,Illinois,Chicago,blue-collar,single,0,2146,1,0
147564,East,Maine,Gorham,self-employed,single,0,2984,1,0
147578,Central,Texas,Dallas,student,single,0,1232,0,0
147585,East,Pennsylvania,Philadelphia,admin.,single,0,0,1,1
147606,East,District of Columbia,Washington,unemployed,married,0,518,0,0
147627,West,California,Los Angeles,management,divorced,0,2885,0,0
147669,Central,Wisconsin,Fitchburg,unemployed,married,0,7005,1,0
147739,Central,Oklahoma,Norman,admin.,single,0,557,0,0
147788,South,Florida,West Palm Beach,blue-collar,divorced,0,126,1,0
147830,East,Ohio,Hilliard,unemployed,single,0,216,0,0
147851,West,California,Los Angeles,admin.,married,0,169,0,0
147914,West,California,San Diego,management,single,0,3544,1,0
147942,West,California,Los Banos,retired,married,0,1853,0,0
147956,South,Florida,Titusville,blue-collar,married,0,272,0,0
147991,Central,Texas,College Station,student,single,0,5291,0,0
148040,Central,Kansas,Kansas City,services,single,0,198,0,0
148054,West,Idaho,Lewiston,student,single,0,691,0,0
148110,Central,Oklahoma,Bartlesville,admin.,married,0,149,1,0
148166,East,New York,Albany,unemployed,single,0,7968,0,0
148201,West,Washington,Seattle,management,married,0,474,0,0
148250,South,Florida,Miami,management,single,0,80,0,0
148376,East,Massachusetts,Boston,blue-collar,single,1,-27,0,0
148432,East,New York,New York City,admin.,single,0,4448,0,0
148446,West,California,Los Angeles,management,single,0,819,1,0
148474,West,California,Los Angeles,management,married,0,27696,0,0
148488,East,Massachusetts,Boston,admin.,married,0,826,0,0
148586,East,New York,Utica,admin.,married,0,659,1,0
148628,South,Alabama,Madison,student,single,0,358,0,0
148635,East,Ohio,Hudson,technician,divorced,0,674,1,0
148691,East,New York,Utica,self-employed,married,0,1047,0,0
148698,East,New York,New York City,management,divorced,0,2104,0,0
148761,East,Maryland,Crofton,management,single,0,0,1,0
148796,South,Georgia,Atlanta,admin.,married,0,0,0,1
148803,West,California,Los Angeles,management,single,0,866,0,0
148838,South,Tennessee,Cleveland,self-employed,single,0,9962,0,0
148915,East,Maine,West Scarborough,admin.,married,0,346,0,0
148929,West,California,Los Banos,retired,married,0,2540,0,0
148950,East,New York,New York City,admin.,divorced,0,6046,1,1
149020,South,Florida,Miami,blue-collar,single,0,2486,1,0
149048,West,California,Manhattan Beach,blue-collar,married,0,580,1,1
149111,South,Florida,Miramar,admin.,married,0,899,1,0
149146,South,Arkansas,North Little Rock,management,married,0,456,1,0
149160,West,California,Los Angeles,retired,married,0,0,0,0
149181,East,District of Columbia,Washington,technician,married,0,825,0,0
149223,East,New York,New York City,services,married,0,4151,1,1
149244,South,Georgia,Augusta,blue-collar,single,0,734,1,1
149314,West,Washington,Seattle,services,single,0,32,1,0
149342,East,Vermont,Rutland,management,married,0,3236,0,0
149370,Central,Texas,Dallas,management,divorced,0,294,1,0
149384,South,Alabama,Selma,services,married,0,306,1,0
149461,West,California,Los Angeles,blue-collar,married,0,0,1,1
149482,West,Oregon,Troutdale,student,single,0,949,1,0
149489,West,California,Los Angeles,technician,single,0,204,0,0
149559,West,Arizona,Chandler,housemaid,married,0,127,1,0
149587,East,New York,New York City,management,married,0,388,0,0
149678,West,Washington,Everett,management,married,0,238,0,0
149692,East,Pennsylvania,Philadelphia,entrepreneur,single,0,278,0,0
149713,West,Washington,Seattle,management,married,0,2987,1,0
149734,West,California,Los Angeles,management,married,0,830,1,1
149797,East,New York,New York City,retired,divorced,0,-309,1,0
149888,South,Georgia,Augusta,management,married,0,2465,1,1
149895,East,Vermont,South Burlington,retired,divorced,0,-268,0,1
149958,West,Washington,Seattle,technician,single,0,4718,0,0
149972,South,Florida,Hollywood,management,married,0,925,0,0
150147,Central,Texas,Houston,services,divorced,0,0,0,0
150161,Central,Texas,Houston,blue-collar,married,0,604,1,0
150189,West,Washington,Olympia,housemaid,married,0,0,0,0
150245,Central,Michigan,Detroit,management,married,0,5310,1,0
150343,South,Florida,Miramar,blue-collar,divorced,0,4401,0,0
150350,East,New Jersey,Bergenfield,unemployed,married,0,582,1,0
150497,East,Ohio,Hilliard,retired,single,0,614,0,0
150532,East,Maryland,Edgewood,admin.,single,0,0,1,0
150560,East,New York,New York City,technician,single,0,2085,0,0
150567,East,New York,New York City,management,married,0,606,0,0
150574,Central,Texas,Houston,blue-collar,single,0,265,1,0
150630,East,Massachusetts,Boston,NA,divorced,0,0,0,0
150707,South,Georgia,Atlanta,blue-collar,married,0,5839,1,0
150861,South,Georgia,Atlanta,management,divorced,0,990,1,0
150889,East,Pennsylvania,Philadelphia,technician,single,0,15,1,0
150924,East,Ohio,Hamilton,technician,married,0,1293,0,0
150959,West,California,Los Angeles,self-employed,single,0,1240,0,0
151078,East,Massachusetts,Boston,retired,married,0,0,0,0
151141,East,Pennsylvania,Philadelphia,unemployed,married,0,957,0,0
151295,East,Pennsylvania,Greensburg,technician,married,0,4596,1,0
151428,West,California,Los Angeles,admin.,divorced,0,785,1,0
151708,Central,Illinois,Chicago,technician,married,0,3654,0,0
151911,East,Pennsylvania,Philadelphia,unemployed,married,0,1047,0,0
151925,East,New York,New York City,student,single,0,253,0,0
151953,South,North Carolina,Goldsboro,blue-collar,married,0,2160,0,0
151995,East,New York,New York City,student,single,0,2539,0,0
152002,West,Washington,Seattle,management,married,0,405,0,0
152030,West,California,San Diego,admin.,married,0,368,0,0
152051,Central,Texas,Pharr,blue-collar,married,1,-443,1,1
152072,East,Massachusetts,Swansea,blue-collar,married,0,1165,1,0
152093,Central,Kansas,Hutchinson,technician,married,0,557,0,0
152121,East,Pennsylvania,Philadelphia,management,single,0,397,1,0
152142,Central,Michigan,Detroit,housemaid,divorced,0,77,0,0
152156,East,District of Columbia,Washington,management,single,0,637,1,0
152170,West,California,Los Angeles,management,married,0,616,0,0
152275,Central,Illinois,Chicago,management,married,0,36,0,0
152289,Central,Illinois,Chicago,management,married,0,1780,1,0
152296,South,Florida,Seminole,management,married,0,419,1,0
152366,South,Florida,Miami,technician,married,0,497,0,0
152380,West,Washington,Seattle,services,divorced,0,1,1,0
152485,Central,Illinois,Chicago,management,married,0,469,0,0
152534,East,New York,New York City,management,married,0,4693,0,1
152632,West,Washington,Seattle,services,married,0,2416,1,0
152695,Central,Oklahoma,Oklahoma City,technician,married,0,284,0,0
152702,West,California,San Diego,technician,married,0,2266,0,0
152723,West,Washington,Elk Plain,technician,married,0,202,0,0
152807,West,California,Los Angeles,technician,married,0,2983,0,0
152814,East,Pennsylvania,Philadelphia,retired,married,0,3114,0,0
152912,West,California,East Los Angeles,technician,single,0,2,1,1
153108,South,Arkansas,Paragould,admin.,single,0,-528,1,1
153129,West,Washington,Seattle,entrepreneur,single,0,-22,1,0
153150,West,California,Los Angeles,unemployed,married,0,4145,0,0
153220,East,New Jersey,Paterson,technician,single,0,1231,0,0
153318,South,Florida,Homestead,services,divorced,0,6360,0,0
153339,East,Massachusetts,Boston,admin.,married,0,47,1,0
153353,Central,Michigan,Ann Arbor,management,single,0,2067,1,0
153388,East,New York,New York City,unemployed,married,0,926,0,0
153479,South,Georgia,Augusta,admin.,single,0,849,1,0
153500,West,California,Los Angeles,blue-collar,married,0,1401,0,0
153549,South,North Carolina,Charlotte,entrepreneur,single,0,-34,1,0
153577,East,New York,Dix Hills,management,divorced,0,258,1,0
153682,East,New York,New York City,services,single,0,-205,0,0
153787,West,California,Los Angeles,technician,married,0,1293,0,0
153969,East,Ohio,Grove City,technician,married,0,3399,0,0
153976,Central,Illinois,Chicago,management,married,0,0,0,0
154018,South,Florida,Seminole,self-employed,divorced,0,6,1,0
154053,West,California,Los Gatos,management,divorced,0,146,0,0
154144,South,Georgia,Atlanta,services,married,0,775,0,0
154214,South,Georgia,Atlanta,blue-collar,married,0,830,1,0
154326,Central,Texas,Houston,management,single,0,703,1,0
154361,East,New York,New York City,student,single,0,215,0,0
154403,West,California,Los Angeles,retired,married,0,668,0,0
154410,East,Pennsylvania,Philadelphia,management,divorced,0,2037,0,0
154508,Central,Illinois,Chicago,self-employed,single,0,1579,0,0
154599,South,Florida,Homestead,management,single,0,2454,1,0
154620,South,North Carolina,Charlotte,admin.,single,0,82,0,1
154627,East,Massachusetts,Boston,management,single,0,240,0,0
154641,East,New York,North Babylon,admin.,married,0,2855,0,0
154669,South,Georgia,Augusta,admin.,married,0,710,1,1
154690,Central,Kansas,Leavenworth,services,divorced,0,462,0,0
154711,West,California,Los Angeles,admin.,married,0,1796,0,0
154718,Central,Texas,Dallas,unemployed,divorced,0,3354,1,0
154739,West,California,Los Angeles,self-employed,married,0,2630,0,0
154746,East,New York,Troy,admin.,single,0,915,1,0
154788,West,Washington,Seattle,management,married,0,997,0,0
154816,South,Georgia,Atlanta,admin.,single,0,272,1,0
154907,South,Georgia,Atlanta,blue-collar,single,0,292,1,1
154921,West,California,Los Angeles,technician,divorced,0,19,0,0
154935,West,California,San Francisco,housemaid,married,0,715,0,0
154956,South,North Carolina,Charlotte,management,divorced,0,1775,0,0
155040,West,California,San Francisco,unemployed,divorced,0,201,0,0
155047,Central,Iowa,Waterloo,technician,married,0,1524,0,0
155089,Central,Michigan,Dearborn,unemployed,divorced,0,230,0,0
155152,South,Tennessee,Cleveland,retired,married,0,1807,0,0
155187,Central,Oklahoma,Norman,management,married,0,4,0,0
155208,West,California,Los Angeles,management,married,0,119,1,0
155271,West,California,Los Angeles,technician,single,0,2729,1,0
155299,East,Massachusetts,Boston,entrepreneur,married,0,762,0,0
155306,Central,Texas,Carrollton,management,married,0,238,0,0
155334,West,Washington,Seattle,student,single,0,4951,0,0
155376,Central,Illinois,Chicago,blue-collar,married,0,3109,0,0
155425,East,New York,New York City,technician,single,0,590,0,0
155439,West,Oregon,West Linn,blue-collar,divorced,0,0,1,0
155460,West,Washington,Elk Plain,admin.,married,0,7707,1,0
155481,Central,Texas,Pharr,blue-collar,divorced,0,4401,0,0
155488,West,Washington,Seattle,technician,married,0,377,1,0
155502,West,California,Los Altos,management,married,0,1477,0,0
155516,South,North Carolina,Charlotte,services,single,0,0,1,1
155551,East,Pennsylvania,Greensburg,technician,married,0,376,0,0
155558,East,New York,New York City,technician,married,0,9299,0,0
155670,East,Massachusetts,Boston,technician,divorced,0,1262,1,0
155698,East,New York,New York City,retired,married,0,298,0,0
155705,West,California,Los Angeles,management,married,0,1519,0,0
155761,East,New York,New York City,admin.,married,0,556,1,1
155845,West,California,Los Altos,management,married,0,2352,0,0
155852,East,Pennsylvania,Philadelphia,NA,married,0,732,0,0
155873,Central,Minnesota,Burnsville,management,single,0,520,0,0
155880,Central,Michigan,Battle Creek,management,single,0,1840,0,0
155887,South,Georgia,Columbus,management,married,0,997,0,0
155894,Central,Oklahoma,Moore,services,married,0,657,0,0
155985,Central,Wisconsin,Fitchburg,blue-collar,single,0,908,1,0
155992,South,North Carolina,Charlotte,management,single,0,428,0,0
156083,South,North Carolina,Charlotte,management,single,0,2646,0,0
156097,East,District of Columbia,Washington,admin.,single,0,3528,0,0
156216,East,New York,New York City,retired,married,0,3400,1,0
156300,East,Pennsylvania,Greensburg,management,married,0,1954,0,0
156314,West,Washington,Seattle,management,married,0,3713,0,0
156335,Central,Texas,Dallas,services,single,0,395,1,0
156349,Central,Michigan,Detroit,admin.,married,0,106,0,0
156356,South,Alabama,Selma,technician,single,0,0,1,0
156377,Central,Iowa,Bettendorf,admin.,divorced,0,1872,0,0
156412,East,New York,Holbrook,blue-collar,married,0,1230,1,0
156433,West,California,Los Angeles,management,single,0,1646,0,0
156524,Central,Iowa,Ames,student,single,0,100,0,0
156601,East,District of Columbia,Washington,student,single,0,829,0,0
156685,Central,Illinois,Chicago,retired,single,0,791,0,0
156818,Central,Minnesota,Brooklyn Park,technician,single,0,2085,0,0
156867,East,New York,New York City,technician,single,0,6101,0,0
156909,Central,Texas,Houston,retired,married,0,8304,0,0
156951,South,North Carolina,Charlotte,services,married,0,25,1,1
156986,West,California,Los Angeles,services,married,0,774,0,0
156993,Central,Iowa,Urbandale,admin.,divorced,0,2196,0,0
157000,East,Pennsylvania,Philadelphia,blue-collar,married,0,8163,0,0
157014,West,California,San Francisco,services,single,0,-40,1,0
157021,West,California,Los Angeles,admin.,married,0,0,1,0
157035,East,District of Columbia,Washington,admin.,divorced,0,19,1,0
157084,Central,Texas,Houston,unemployed,single,0,236,0,0
157091,East,New York,Elmira,blue-collar,single,0,-127,1,0
157154,East,New York,New York City,management,married,0,199,1,1
157245,West,California,Los Angeles,entrepreneur,married,0,-799,0,1
157252,Central,Illinois,Chicago,student,single,0,108,0,0
157266,West,Washington,Seattle,housemaid,married,0,0,0,0
157385,East,New York,New York City,services,married,0,659,0,0
157406,East,New York,New York City,technician,married,0,1086,1,0
157483,West,California,East Los Angeles,technician,married,0,4580,1,0
157623,East,New York,New York City,blue-collar,married,0,8,1,1
157651,West,California,Los Angeles,retired,married,0,701,0,0
157686,East,Massachusetts,Boston,management,married,0,5112,0,0
157721,Central,Iowa,Waterloo,technician,married,0,1319,0,0
157749,West,California,Los Angeles,admin.,divorced,0,891,0,0
157763,West,Washington,Seattle,services,single,0,1189,0,0
157784,West,California,San Diego,blue-collar,married,0,7098,0,0
157812,West,California,Los Angeles,management,married,0,203,0,0
157833,East,New York,New York City,management,married,0,1331,0,0
157854,Central,Kansas,Kansas City,management,single,0,7084,0,0
157882,South,Arkansas,North Little Rock,admin.,married,0,879,1,0
157896,Central,Iowa,Ankeny,technician,single,1,-487,1,0
157931,Central,Oklahoma,Norman,management,married,0,0,0,0
157945,East,Massachusetts,Boston,blue-collar,married,0,-191,1,1
157959,West,California,Los Angeles,retired,married,0,2626,0,0
157987,East,New York,New York City,entrepreneur,married,0,670,1,0
158029,Central,Texas,Cedar Hill,management,married,0,264,0,0
158057,East,District of Columbia,Washington,management,divorced,0,481,1,0
158064,South,Florida,Miami,admin.,single,0,313,0,1
158099,East,New York,New York City,services,married,0,386,0,0
158106,Central,Iowa,West Des Moines,services,divorced,0,1639,0,0
158218,East,Pennsylvania,Philadelphia,admin.,married,0,1794,0,0
158246,South,North Carolina,Indian Trail,retired,divorced,0,4189,0,0
158274,South,North Carolina,Charlotte,management,single,0,3143,0,0
158372,East,New York,North Babylon,self-employed,married,0,0,1,0
158379,South,Florida,Miami,NA,married,0,2206,0,0
158386,Central,Texas,Houston,blue-collar,married,0,580,0,0
158407,West,California,Los Angeles,management,married,0,2352,0,0
158456,Central,Michigan,Battle Creek,management,single,0,985,1,0
158512,West,California,Los Angeles,unemployed,single,0,2722,0,0
158540,Central,Texas,Dallas,admin.,married,0,50,0,1
158554,East,New York,New York City,admin.,single,0,394,0,0
158568,West,Washington,Seattle,retired,married,0,569,0,0
158638,West,California,Los Angeles,management,married,0,3401,0,0
158708,East,New York,New York City,management,single,0,362,0,0
158743,South,Florida,Homestead,admin.,married,0,307,1,0
158792,West,California,San Diego,technician,single,0,3623,0,0
158834,West,California,Los Angeles,blue-collar,married,0,641,0,0
158876,South,North Carolina,Charlotte,retired,married,0,279,0,0
158946,East,District of Columbia,Washington,management,married,0,1435,1,0
158953,West,Washington,Mount Vernon,self-employed,married,0,0,0,0
158967,Central,Texas,Cedar Hill,management,married,0,7818,0,0
159205,West,Utah,Provo,technician,married,0,0,1,0
159212,Central,Illinois,Chicago,admin.,married,0,145,1,0
159338,Central,Illinois,Chicago,blue-collar,married,0,309,1,0
159345,Central,Texas,Houston,self-employed,married,0,132,0,0
159352,East,Maine,West Scarborough,technician,married,0,57,0,0
159366,East,Pennsylvania,Philadelphia,blue-collar,married,0,7180,1,0
159373,South,Tennessee,Collierville,technician,married,0,42,0,0
159380,East,New York,Ithaca,technician,single,0,-92,1,0
159457,East,New York,New York City,management,married,0,271,1,0
159520,West,Oregon,Albany,management,single,0,224,0,0
159597,Central,Wisconsin,Brookfield,NA,married,0,2235,0,0
159604,West,Idaho,Boise,management,single,0,107,0,0
159695,East,New York,New York City,retired,married,0,9367,0,0
159737,East,New York,Albany,self-employed,married,0,14144,1,0
159786,South,North Carolina,High Point,unemployed,married,0,12,0,0
159856,East,New York,Dix Hills,blue-collar,married,0,1627,0,0
159884,East,New York,New York City,technician,married,0,341,0,0
159940,South,Tennessee,Cleveland,technician,single,0,2340,0,0
159982,East,New York,New York City,blue-collar,married,1,720,0,1
160045,Central,Illinois,Chicago,management,married,0,0,1,0
160059,Central,Illinois,Chicago,management,divorced,0,415,1,1
160129,Central,Iowa,Urbandale,blue-collar,married,0,5060,0,0
160150,East,New York,New York City,technician,single,0,2033,0,0
160395,West,Washington,Seattle,technician,married,0,273,0,0
160423,West,California,San Diego,services,single,0,31,0,0
160444,East,District of Columbia,Washington,services,married,0,320,0,0
160472,East,Pennsylvania,Philadelphia,admin.,single,0,270,0,0
160500,East,New Hampshire,Hudson,technician,married,0,6831,0,0
160514,East,New York,New York City,blue-collar,married,0,1529,1,0
160528,South,Virginia,Rose Hill,blue-collar,married,0,625,1,0
160745,West,California,Los Angeles,technician,married,0,1818,1,1
160759,Central,Texas,Houston,retired,divorced,0,482,0,0
160773,West,California,Los Angeles,management,married,0,4,1,0
160780,West,California,Lemon Grove,management,single,0,2974,1,0
160794,Central,Oklahoma,Norman,blue-collar,married,0,403,1,0
160815,East,Pennsylvania,Philadelphia,management,married,0,79,0,0
160983,East,District of Columbia,Washington,retired,married,0,938,0,0
161018,East,New York,New York City,technician,married,0,3370,0,0
161193,West,California,Los Angeles,services,single,0,339,0,0
161200,South,Georgia,Atlanta,student,single,0,302,0,0
161207,Central,Texas,Dallas,technician,divorced,0,4389,0,0
161263,South,North Carolina,Charlotte,management,single,0,364,0,0
161389,East,New York,New York City,technician,married,0,2776,1,0
161396,East,Massachusetts,Boston,technician,single,0,252,0,0
161466,Central,Texas,Dallas,management,married,0,613,0,0
161480,West,California,San Diego,management,married,0,828,0,1
161662,Central,Minnesota,Brooklyn Center,management,single,0,147,0,0
161669,East,New York,New York City,management,married,0,7135,0,0
161781,West,California,Los Angeles,management,married,0,4570,0,0
161809,East,New York,New York City,technician,single,0,1227,0,0
161816,East,New York,New York City,blue-collar,single,0,2885,1,0
161984,Central,Michigan,Detroit,management,single,0,1170,0,0
161991,West,California,Los Angeles,services,single,0,279,1,0
162138,East,New York,New York City,technician,single,0,110,1,0
162313,South,North Carolina,Goldsboro,technician,married,0,386,0,0
162362,East,Maine,Brunswick,management,married,0,495,0,0
162369,East,New Jersey,Newark,management,married,0,1,0,0
162481,West,California,Los Angeles,admin.,married,0,73,0,0
162537,West,California,Los Angeles,management,married,0,273,1,0
162572,Central,Oklahoma,Bartlesville,admin.,married,0,1536,0,0
162635,East,New York,New York City,services,married,0,1836,1,0
162677,East,Ohio,Grove City,services,married,0,367,1,0
162684,East,Pennsylvania,Greensburg,technician,married,0,293,0,0
162691,East,New York,New York City,retired,married,0,3538,0,0
162733,East,New York,New York City,services,divorced,0,0,0,0
162775,West,California,Los Angeles,management,married,0,8295,0,0
162852,Central,Kansas,Kansas City,entrepreneur,single,0,347,0,0
162859,East,Pennsylvania,Philadelphia,technician,single,0,3630,0,0
162866,Central,Michigan,Ann Arbor,blue-collar,married,0,0,1,0
162901,West,California,San Francisco,management,married,0,446,0,0
162929,West,California,San Francisco,management,single,0,3384,0,0
162978,West,California,Los Angeles,unemployed,divorced,0,1854,0,0
163013,South,North Carolina,Gastonia,blue-collar,single,0,863,1,0
163020,East,Massachusetts,Boston,technician,married,0,521,0,0
163055,East,New York,New York City,technician,single,0,158,0,0
163139,South,North Carolina,Charlotte,admin.,married,0,-33,1,1
163293,East,New York,New York City,retired,married,0,1413,0,0
163321,South,Georgia,Augusta,blue-collar,married,0,640,1,0
163384,East,New York,New York City,admin.,married,0,1074,1,0
163405,East,New York,New York City,management,married,0,10576,0,0
163419,East,District of Columbia,Washington,services,married,0,1376,1,0
163510,Central,Texas,Houston,admin.,single,0,985,1,0
163552,East,New York,New York City,blue-collar,married,0,1454,1,0
163755,Central,Texas,Dallas,management,married,0,1384,1,0
163783,East,Massachusetts,Newburyport,services,divorced,0,36,1,1
163902,South,Florida,Tampa,services,single,0,167,0,1
163979,West,Washington,Seattle,retired,divorced,0,514,0,0
163986,Central,Texas,Cedar Park,student,married,0,1536,0,0
164000,West,Washington,Olympia,housemaid,single,0,1059,0,0
164035,East,New York,Dix Hills,technician,single,0,0,1,0
164049,East,New York,Deer Park,retired,married,0,860,0,0
164056,East,Massachusetts,Boston,technician,divorced,0,3043,0,0
164091,East,Maryland,Dundalk,technician,single,0,1742,1,0
164147,East,New York,New York City,student,single,0,1123,0,0
164168,East,Ohio,Mount Vernon,blue-collar,married,0,4333,0,0
164175,East,New York,New York City,services,single,0,0,1,0
164189,West,California,Redwood City,management,single,0,334,1,0
164210,East,New York,Troy,blue-collar,single,0,-46,1,0
164224,West,Washington,Olympia,admin.,married,0,10250,1,0
164259,East,New York,New York City,blue-collar,single,0,-46,1,0
164329,Central,Iowa,Waterloo,admin.,married,0,3608,1,0
164350,South,North Carolina,Greensboro,housemaid,single,0,1107,1,0
164357,West,Washington,Federal Way,unemployed,single,0,70,0,0
164385,Central,Michigan,Clinton,management,married,0,149,1,0
164441,South,Virginia,Rose Hill,retired,married,0,5715,0,0
164448,South,Georgia,Atlanta,blue-collar,single,0,400,0,0
164483,East,New York,Deer Park,blue-collar,married,0,188,1,1
164511,Central,Illinois,Chicago,entrepreneur,single,0,101,1,0
164539,East,New York,New York City,management,married,0,273,1,0
164616,South,Tennessee,Collierville,technician,married,0,5115,1,0
164630,East,New York,Dix Hills,blue-collar,married,0,89,1,0
164672,East,Massachusetts,Boston,blue-collar,married,0,1925,1,0
164721,Central,Michigan,Detroit,management,married,0,1623,1,0
164735,South,Georgia,Atlanta,management,married,0,830,1,1
164784,South,Florida,Miramar,blue-collar,single,0,2007,0,0
164826,East,Massachusetts,Boston,blue-collar,married,0,320,1,0
164833,East,District of Columbia,Washington,student,single,0,311,0,0
164861,East,Maine,Westbrook,technician,married,0,197,0,0
164882,West,Washington,Elk Plain,self-employed,single,0,814,0,0
164917,South,Arkansas,Pine Bluff,management,single,0,431,0,0
164938,West,Washington,Seattle,housemaid,single,0,1213,0,0
164959,Central,Texas,Dallas,entrepreneur,single,0,62,1,0
164973,East,New York,New York City,management,married,0,2240,1,0
165015,South,Georgia,Columbus,self-employed,divorced,0,1354,1,0
165029,South,Florida,Miami,admin.,married,0,478,0,0
165085,Central,Michigan,Detroit,management,married,0,583,0,0
165148,Central,Illinois,Chicago,management,married,0,3949,0,0
165218,Central,Texas,Dallas,blue-collar,married,0,3527,1,0
165316,Central,Michigan,Detroit,admin.,single,0,5768,1,0
165344,West,California,Manhattan Beach,entrepreneur,single,0,145,1,0
165386,East,District of Columbia,Washington,technician,married,0,755,0,1
165428,West,Washington,Mount Vernon,management,single,0,1046,0,0
165449,South,Georgia,Dalton,unemployed,single,0,632,0,0
165484,South,Florida,Miami,housemaid,divorced,0,1411,0,0
165491,Central,Oklahoma,Oklahoma City,blue-collar,married,0,2160,0,0
165540,East,Massachusetts,Braintree,management,married,0,792,0,0
165603,East,Massachusetts,Boston,management,married,0,0,1,0
165659,South,North Carolina,Greenville,management,married,0,0,1,0
165687,South,Arkansas,North Little Rock,management,married,0,372,1,0
165757,Central,Texas,Burleson,unemployed,married,0,1766,0,0
165841,East,District of Columbia,Washington,services,married,0,914,0,0
165848,West,California,Long Beach,management,married,0,3301,1,0
165974,Central,Michigan,Detroit,blue-collar,married,0,246,0,0
166128,West,Washington,Seattle,student,single,0,552,0,0
166135,South,Florida,Miami,admin.,single,0,114,0,0
166142,West,Washington,Everett,management,married,0,1308,1,0
166163,West,Washington,Seattle,self-employed,married,0,0,1,0
166191,South,North Carolina,Charlotte,self-employed,married,0,0,0,0
166296,West,New Mexico,Santa Fe,admin.,single,0,8866,0,0
166317,East,New York,New York City,student,single,0,8165,0,0
166415,Central,Illinois,Tinley Park,unemployed,married,0,926,0,0
166436,East,Pennsylvania,Philadelphia,blue-collar,single,0,315,0,0
166443,Central,Michigan,Ann Arbor,management,single,0,916,1,0
166464,East,New York,Deer Park,management,divorced,0,488,1,0
166611,East,Massachusetts,Boston,admin.,single,0,507,1,0
166674,Central,Illinois,Chicago,management,single,0,718,1,0
166849,East,Maryland,Dundalk,admin.,married,0,2061,1,1
166884,East,New York,New York City,retired,divorced,0,0,0,0
