CustomerID,Region,State,City,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan
117828,Central,Oklahoma,Muskogee,technician,single,secondary,0,53,1,1
117849,East,New York,Elmira,student,single,secondary,0,188,1,0
117870,South,Florida,Seminole,services,married,secondary,0,1135,1,0
117933,South,Georgia,Atlanta,technician,single,secondary,0,1231,1,0
117947,South,Georgia,Atlanta,retired,married,primary,0,12067,0,0
117961,Central,Illinois,Chicago,services,divorced,tertiary,0,1583,1,0
118038,West,Washington,Seattle,blue-collar,married,secondary,0,802,1,1
118052,West,California,Huntington Beach,technician,divorced,tertiary,0,0,0,0
118087,West,California,Los Angeles,management,married,tertiary,0,2763,1,0
118136,East,New York,New York City,blue-collar,single,secondary,0,799,0,1
118255,Central,Texas,Dallas,retired,divorced,primary,0,79,0,0
118339,South,Florida,Miami,technician,divorced,secondary,0,801,0,0
118423,East,District of Columbia,Washington,services,married,primary,0,228,1,0
118437,West,California,Los Angeles,technician,married,tertiary,0,88,0,0
118444,Central,Illinois,Tinley Park,management,married,tertiary,0,2351,0,0
118486,South,North Carolina,Charlotte,admin.,single,tertiary,0,228,1,0
118570,West,Washington,Seattle,technician,married,secondary,0,976,1,0
118626,West,Oregon,West Linn,retired,married,tertiary,0,2991,0,0
118640,East,District of Columbia,Washington,admin.,divorced,secondary,0,200,0,0
118731,Central,Michigan,Detroit,blue-collar,divorced,secondary,0,383,1,0
118773,West,Utah,Pleasant Grove,management,married,tertiary,0,119,1,0
118780,Central,Michigan,Detroit,management,single,tertiary,0,1094,1,0
118857,East,New York,New York City,management,married,tertiary,0,1113,0,0
118885,East,Massachusetts,Boston,entrepreneur,single,secondary,0,5802,0,0
118913,South,North Carolina,Greensboro,services,married,secondary,0,992,1,0
118948,Central,Texas,Dallas,blue-collar,single,secondary,0,82,1,0
118962,South,Florida,Miami,admin.,married,secondary,0,205,0,0
118976,East,New York,New York City,management,divorced,secondary,0,51,0,0
118983,West,California,Los Angeles,services,single,NA,0,2022,0,0
119004,South,Georgia,Atlanta,management,divorced,tertiary,0,461,0,0
119025,South,Tennessee,Collierville,technician,married,tertiary,0,2557,0,0
119032,Central,Michigan,Detroit,unemployed,married,secondary,0,1289,0,0
119137,Central,Texas,Houston,blue-collar,single,secondary,0,5909,1,0
119165,East,New York,Valley Stream,management,single,tertiary,0,7506,1,0
119186,West,California,Los Angeles,services,single,tertiary,0,0,0,0
119193,South,Georgia,Atlanta,management,married,tertiary,0,242,0,0
119214,Central,Illinois,Chicago,management,single,tertiary,0,223,1,0
119291,West,California,Los Angeles,services,single,secondary,0,895,1,0
119305,Central,Illinois,Chicago,blue-collar,married,primary,0,12519,1,0
119375,West,Utah,Provo,blue-collar,single,primary,0,377,0,0
119438,Central,Illinois,Chicago,management,single,tertiary,0,1781,0,0
119445,West,California,Los Angeles,self-employed,married,secondary,0,425,1,0
119578,West,Oregon,Corvallis,blue-collar,single,secondary,0,0,1,0
119592,East,Massachusetts,Boston,management,single,tertiary,0,222,0,0
119662,East,New York,New York City,blue-collar,single,tertiary,0,48,0,0
119669,South,Tennessee,Columbia,blue-collar,single,secondary,0,119,1,1
119697,Central,Illinois,Chicago,technician,married,secondary,0,557,1,0
119823,Central,Illinois,Chicago,blue-collar,married,secondary,0,2689,1,0
119907,East,New York,New York City,management,married,tertiary,0,4539,0,0
120089,West,Utah,Pleasant Grove,retired,married,NA,0,679,0,0
120103,West,Washington,Edmonds,blue-collar,married,secondary,0,1405,1,0
120161,Central,Michigan,Detroit,management,married,tertiary,0,534,0,0
120180,Central,Texas,Houston,retired,married,secondary,0,466,1,0
120243,Central,Texas,Dallas,management,married,tertiary,0,267,0,0
120341,Central,Texas,Houston,management,single,tertiary,0,9314,0,0
120362,West,California,Los Angeles,blue-collar,single,secondary,0,183,1,0
120376,Central,Illinois,Hoffman Estates,retired,married,secondary,0,1146,0,0
120390,Central,Iowa,Waterloo,retired,divorced,primary,0,694,0,0
120397,South,South Carolina,Taylors,services,married,secondary,0,823,0,0
120418,Central,Oklahoma,Moore,unemployed,married,primary,0,1162,1,0
120439,East,New York,New York City,management,married,secondary,0,99,1,0
120460,Central,Texas,Pharr,management,single,tertiary,0,187,0,0
120474,East,District of Columbia,Washington,student,single,secondary,0,125,0,0
120558,Central,Oklahoma,Bartlesville,blue-collar,married,secondary,0,1384,1,0
120572,Central,Minnesota,Blaine,services,married,tertiary,0,4216,0,0
120712,West,Washington,Seattle,admin.,married,secondary,0,1110,1,0
120761,Central,Michigan,Detroit,management,single,tertiary,0,1761,1,0
120768,West,Washington,Seattle,student,single,tertiary,0,228,1,0
120859,Central,Illinois,Chicago,unemployed,married,primary,0,0,0,0
120880,Central,Texas,Houston,technician,married,secondary,0,1368,0,0
120887,East,District of Columbia,Washington,management,married,secondary,0,985,0,0
120929,East,District of Columbia,Washington,retired,married,secondary,0,5715,0,0
120999,East,New York,New York City,management,single,tertiary,0,2707,0,0
121034,East,New York,New York City,housemaid,single,primary,0,800,1,0
121041,West,California,Los Banos,management,married,tertiary,0,3160,1,0
121223,East,New York,New York City,management,married,tertiary,0,630,0,0
121251,East,Massachusetts,Boston,housemaid,married,primary,0,40,0,0
121286,South,Georgia,Atlanta,technician,divorced,tertiary,0,126,0,0
121391,West,California,Los Angeles,technician,single,NA,0,491,0,0
121412,West,California,Los Angeles,retired,married,primary,0,997,0,0
121419,West,Idaho,Lewiston,management,single,tertiary,0,6542,1,0
121468,West,Washington,Seattle,management,married,tertiary,0,4675,0,0
121503,West,California,Los Angeles,retired,married,secondary,0,20806,0,0
121538,East,District of Columbia,Washington,admin.,married,secondary,0,974,0,0
121608,West,California,Los Angeles,technician,single,tertiary,0,705,1,0
121615,Central,Illinois,Tinley Park,technician,single,secondary,0,44,0,0
121664,East,New York,New York City,entrepreneur,married,secondary,0,390,0,0
121671,East,Ohio,Mount Vernon,management,married,tertiary,0,2881,0,0
121720,East,Connecticut,Shelton,admin.,single,secondary,0,2,1,0
121727,Central,Oklahoma,Oklahoma City,services,married,secondary,0,2948,0,0
121755,East,Massachusetts,Boston,technician,married,secondary,0,824,1,0
121797,Central,Minnesota,Bloomington,management,married,secondary,0,0,0,0
121804,East,New York,New York City,technician,single,tertiary,0,1129,1,0
121818,South,North Carolina,Charlotte,management,married,tertiary,0,6138,0,0
121888,East,New York,New York City,unemployed,married,secondary,0,1047,0,0
121909,East,Maryland,Dundalk,management,married,NA,0,282,0,0
121958,East,New York,New York City,management,married,tertiary,0,238,0,0
122035,Central,Oklahoma,Muskogee,blue-collar,married,secondary,0,272,0,0
122105,South,Georgia,Atlanta,technician,single,secondary,0,204,1,0
122133,West,Washington,Seattle,management,married,tertiary,0,7,1,0
122140,Central,Texas,Cedar Hill,management,married,tertiary,0,997,0,0
122154,East,Pennsylvania,Philadelphia,admin.,married,secondary,0,96,0,0
122210,Central,Iowa,Ames,admin.,divorced,secondary,0,479,1,0
122245,East,Massachusetts,Boston,admin.,single,tertiary,0,228,1,0
122259,East,Massachusetts,Boston,blue-collar,single,NA,0,129,1,1
122280,West,California,East Los Angeles,student,single,secondary,0,3713,0,0
122287,Central,Illinois,Chicago,management,divorced,secondary,0,300,1,0
122322,East,Maryland,Dundalk,self-employed,single,tertiary,0,562,1,1
122336,South,North Carolina,Charlotte,technician,married,secondary,0,4182,1,0
122371,South,South Carolina,Taylors,management,divorced,tertiary,0,224,0,0
122392,East,New York,New York City,admin.,married,secondary,0,204,1,0
122504,Central,Illinois,Highland Park,admin.,married,secondary,0,1595,0,0
122567,West,Washington,Seattle,self-employed,married,tertiary,0,2427,0,0
122623,East,Ohio,Hudson,management,divorced,tertiary,0,254,0,0
122637,South,Florida,Miami,management,married,tertiary,0,867,1,0
122693,West,California,Los Angeles,retired,divorced,secondary,0,1091,0,0
122700,West,Washington,Seattle,blue-collar,married,NA,0,2284,1,0
122707,South,Georgia,Columbus,entrepreneur,divorced,tertiary,0,66,0,0
122728,South,Florida,Miami,admin.,married,secondary,0,4117,0,0
122735,West,California,Los Angeles,technician,married,secondary,0,1219,0,0
122749,West,California,Los Angeles,student,single,secondary,0,23,0,0
122756,East,New York,New York City,admin.,divorced,secondary,0,451,1,0
122826,West,Washington,Seattle,student,single,NA,0,829,0,0
122882,Central,Michigan,Detroit,blue-collar,single,primary,0,8990,0,0
122959,Central,Oklahoma,Bartlesville,student,single,secondary,0,154,0,0
122994,South,Arkansas,Little Rock,retired,divorced,primary,0,802,0,0
123064,East,New York,Holbrook,technician,single,NA,0,45248,1,0
123134,East,New York,Bethpage,technician,married,secondary,0,3434,0,1
123218,Central,Texas,Houston,self-employed,single,tertiary,0,462,0,0
123232,East,New York,Elmira,admin.,single,secondary,0,2252,0,0
123260,East,Pennsylvania,Philadelphia,management,married,tertiary,0,3186,0,0
123274,West,California,Los Angeles,admin.,married,secondary,0,2271,0,0
123281,West,California,Los Angeles,technician,single,secondary,0,2544,0,0
123295,West,Washington,Elk Plain,housemaid,married,secondary,0,879,0,0
123344,East,New York,New York City,housemaid,married,tertiary,0,1265,1,0
123372,West,Idaho,Boise,blue-collar,single,primary,0,0,1,1
123463,Central,Illinois,Chicago,technician,single,tertiary,0,0,0,0
123470,West,California,Los Angeles,retired,married,primary,0,197,0,0
123491,Central,Illinois,Chicago,services,married,secondary,0,2758,0,0
123498,East,Maine,Westbrook,services,divorced,secondary,0,-7,1,0
123505,Central,Texas,Pflugerville,blue-collar,married,secondary,0,261,0,0
123568,South,Virginia,Rose Hill,technician,single,tertiary,0,6746,0,0
123617,Central,Kansas,Leawood,self-employed,divorced,tertiary,0,6,1,0
123638,Central,Michigan,Ann Arbor,unemployed,married,secondary,0,978,0,0
123659,South,Tennessee,Collierville,management,single,tertiary,0,12857,1,0
123666,West,Washington,Seattle,technician,single,secondary,0,668,1,0
123673,East,New York,New York City,student,single,secondary,0,372,0,0
123722,West,California,Los Angeles,admin.,married,tertiary,0,2855,0,0
123750,East,Massachusetts,Boston,admin.,married,tertiary,0,286,0,0
123925,East,New York,New York City,admin.,married,secondary,0,1286,1,0
123960,Central,Texas,College Station,services,married,secondary,0,775,0,1
123967,West,California,Los Gatos,self-employed,single,tertiary,0,5774,1,0
123981,West,Washington,Mount Vernon,student,single,NA,0,417,0,0
124051,South,Florida,Miramar,technician,married,secondary,0,2308,0,0
124086,Central,Illinois,Chicago,technician,divorced,secondary,0,214,0,0
124149,East,Ohio,Hudson,management,divorced,tertiary,0,883,1,0
124268,West,California,Los Angeles,blue-collar,single,secondary,0,318,1,0
124303,East,District of Columbia,Washington,technician,divorced,tertiary,0,0,0,0
124352,Central,Michigan,Dearborn,student,single,NA,0,3,0,0
124401,South,North Carolina,Indian Trail,blue-collar,married,secondary,0,3311,1,0
124429,Central,Texas,Dallas,management,married,tertiary,0,905,0,0
124450,East,New York,New York City,self-employed,single,tertiary,0,353,0,0
124485,South,Florida,Miami,management,married,tertiary,0,22867,1,0
124506,Central,Michigan,Dearborn Heights,technician,married,secondary,0,2183,1,1
124541,Central,Michigan,Clinton,management,married,tertiary,0,255,0,0
124562,West,Oregon,Corvallis,retired,divorced,primary,0,2282,0,0
124576,South,North Carolina,Goldsboro,self-employed,married,tertiary,0,231,0,0
124597,West,Washington,Seattle,admin.,divorced,secondary,0,936,0,0
124646,South,Florida,Seminole,retired,married,primary,0,565,0,0
124653,South,Florida,Miami,student,single,secondary,0,23878,0,0
124667,East,New York,New York City,blue-collar,married,primary,0,415,1,0
124674,South,Virginia,Rose Hill,management,married,secondary,0,5447,1,1
124772,East,Maryland,Crofton,blue-collar,married,primary,0,70,0,0
124800,West,California,San Diego,management,married,tertiary,0,0,0,1
124828,West,California,Los Angeles,technician,married,secondary,0,696,1,0
124891,West,Washington,Seattle,management,married,tertiary,0,11385,0,0
124898,East,New York,Deer Park,management,divorced,tertiary,0,1057,0,0
124919,West,California,Los Angeles,self-employed,divorced,tertiary,0,52587,0,0
124926,West,California,Los Angeles,admin.,divorced,secondary,0,-176,0,1
124968,East,Pennsylvania,Philadelphia,management,divorced,tertiary,0,507,1,0
125136,West,Washington,Seattle,management,married,tertiary,0,2283,0,0
125178,Central,Illinois,Chicago,housemaid,married,NA,0,2645,0,0
125199,East,District of Columbia,Washington,management,married,tertiary,0,203,0,0
125206,West,Utah,Provo,admin.,divorced,secondary,0,10,1,0
125290,West,Idaho,Lewiston,technician,single,secondary,0,0,0,0
125318,East,Massachusetts,Boston,blue-collar,married,primary,0,5,0,0
125374,Central,Texas,Dallas,services,married,secondary,0,1337,0,0
125388,West,California,San Francisco,technician,married,secondary,0,2149,1,0
125395,East,District of Columbia,Washington,management,married,tertiary,0,0,1,0
125416,West,California,Los Angeles,technician,married,secondary,0,2266,0,0
125423,Central,Illinois,Chicago,technician,married,secondary,0,473,0,1
125514,South,Florida,Jacksonville,services,married,secondary,0,774,0,0
125521,Central,Kansas,Garden City,management,single,tertiary,0,37,0,0
125556,South,North Carolina,Goldsboro,management,married,primary,0,113,0,0
125612,Central,Michigan,Detroit,blue-collar,single,secondary,0,625,0,0
125738,South,North Carolina,Garner,blue-collar,single,secondary,0,0,0,0
125969,East,District of Columbia,Washington,entrepreneur,married,secondary,0,3904,0,0
126004,West,California,Los Angeles,technician,married,tertiary,0,4596,1,0
126032,Central,Iowa,Bettendorf,blue-collar,married,secondary,0,4787,1,0
126046,West,California,Los Angeles,admin.,married,secondary,0,4348,1,0
126067,West,Oregon,Troutdale,student,single,tertiary,0,691,0,0
126074,East,Pennsylvania,Philadelphia,services,married,secondary,0,117,1,0
126137,West,Utah,Provo,student,single,secondary,0,67,0,0
126158,Central,Illinois,Chicago,blue-collar,married,secondary,0,0,0,0
126179,West,California,Los Angeles,unemployed,divorced,secondary,0,201,0,0
126214,West,California,Los Angeles,technician,married,secondary,0,1173,1,0
126221,East,Massachusetts,Boston,blue-collar,divorced,primary,0,-191,1,0
126242,Central,Michigan,Bay City,management,married,tertiary,0,0,0,0
126361,Central,Illinois,Chicago,management,single,tertiary,0,1361,0,0
126382,East,Pennsylvania,Philadelphia,retired,married,tertiary,0,281,0,0
126403,East,New Jersey,Irvington,retired,divorced,tertiary,0,3076,0,0
126445,South,Florida,Miami,technician,single,tertiary,0,5514,0,0
126522,Central,Illinois,Chicago,blue-collar,married,primary,0,1758,1,0
126529,Central,Illinois,Chicago,blue-collar,married,primary,0,1524,0,0
126536,Central,Texas,Cedar Park,blue-collar,married,secondary,0,154,1,0
126613,South,Florida,Miami,management,single,NA,0,560,0,0
126697,East,Massachusetts,Boston,technician,single,secondary,0,5637,1,0
126774,West,California,Los Angeles,retired,married,primary,0,29340,0,0
126809,West,California,San Diego,housemaid,married,tertiary,0,0,0,0
126844,West,Oregon,West Linn,blue-collar,single,NA,0,129,1,1
126865,Central,Illinois,Chicago,management,married,tertiary,0,3864,1,0
126893,West,Montana,Kalispell,management,single,tertiary,0,1696,1,0
126935,South,Florida,Tampa,management,single,tertiary,0,515,0,0
126956,West,California,Los Angeles,services,married,tertiary,0,4216,0,0
127012,East,New York,New York City,blue-collar,married,primary,0,4227,1,0
127019,Central,Texas,Carrollton,student,single,secondary,0,215,0,0
127026,East,New York,Holbrook,retired,divorced,secondary,0,5583,1,0
127040,East,New Jersey,Avenel,management,single,tertiary,0,2489,0,0
127110,East,New York,New York City,retired,married,secondary,0,1533,0,0
127131,East,New York,New York City,management,single,tertiary,0,390,0,0
127159,East,New York,New York City,management,divorced,tertiary,0,2240,0,0
127180,West,California,Manhattan Beach,blue-collar,married,secondary,0,1946,0,0
127187,Central,Minnesota,Brooklyn Center,admin.,divorced,secondary,0,661,1,0
127208,West,California,Los Angeles,services,married,secondary,0,210,1,0
127250,West,California,San Diego,housemaid,married,primary,0,100,0,0
127285,East,New York,New York City,retired,married,NA,0,426,0,0
127369,Central,Texas,Houston,management,married,tertiary,0,536,1,0
127418,West,Washington,Seattle,technician,married,tertiary,0,482,0,0
127432,West,California,Los Angeles,retired,divorced,secondary,0,927,0,0
127446,West,California,Los Gatos,services,single,secondary,0,84,0,1
127453,East,Massachusetts,Boston,management,married,tertiary,0,2306,0,0
127460,East,Ohio,Mount Vernon,management,married,tertiary,0,346,0,0
127488,South,North Carolina,Charlotte,student,single,secondary,0,1747,1,0
127509,Central,Illinois,Chicago,services,married,tertiary,0,881,0,0
127586,Central,Illinois,Tinley Park,admin.,married,NA,0,4629,1,0
127621,West,Utah,Provo,student,single,NA,0,78,0,0
127670,Central,Texas,Dallas,services,single,secondary,0,1347,0,0
127691,Central,Michigan,Detroit,technician,single,secondary,0,410,1,0
127705,West,Washington,Seattle,services,single,tertiary,0,0,0,1
127719,East,Massachusetts,Boston,management,single,tertiary,0,874,1,0
127775,Central,Texas,Carrollton,management,single,tertiary,0,2069,0,0
127929,West,Arizona,Scottsdale,retired,married,secondary,0,1044,0,0
127964,East,New York,New York City,retired,married,tertiary,0,0,0,0
128027,East,New York,Valley Stream,admin.,married,secondary,0,8781,1,0
128055,East,New York,East Meadow,technician,single,secondary,0,409,1,0
128090,Central,Wisconsin,Watertown,services,single,secondary,0,6983,0,0
128111,South,Alabama,Madison,retired,divorced,secondary,0,3417,0,0
128139,South,North Carolina,Charlotte,retired,divorced,secondary,0,1490,0,0
128146,West,California,San Francisco,technician,divorced,secondary,0,1612,0,0
128160,South,Florida,Miami,technician,married,primary,0,235,0,0
128167,East,Massachusetts,Boston,management,single,tertiary,0,1750,1,0
128195,East,Massachusetts,Westford,retired,married,secondary,0,5313,0,0
128258,East,New York,New York City,admin.,single,tertiary,0,27,0,0
128293,Central,Kansas,Garden City,student,single,secondary,0,486,0,0
128300,West,California,Manhattan Beach,blue-collar,single,secondary,0,1857,1,0
128370,East,Pennsylvania,Philadelphia,management,single,tertiary,0,1411,0,0
128412,South,North Carolina,Greensboro,blue-collar,married,secondary,0,640,1,0
128475,Central,Minnesota,Burnsville,management,married,tertiary,0,-17,1,1
128517,West,Idaho,Lewiston,technician,divorced,tertiary,0,568,1,0
128531,East,New York,New York City,services,single,secondary,0,-195,1,0
128594,Central,Kansas,Lawrence,technician,single,secondary,0,113,0,0
128629,Central,Iowa,West Des Moines,management,married,tertiary,0,15,0,0
128727,West,California,Los Angeles,admin.,married,secondary,0,1229,0,0
128755,East,New York,Utica,admin.,married,secondary,0,274,1,0
128818,South,North Carolina,Garner,management,married,tertiary,0,253,0,0
128860,South,North Carolina,Greenville,management,divorced,tertiary,0,5701,0,0
128867,South,Georgia,Atlanta,blue-collar,married,primary,0,3109,0,0
128888,Central,Michigan,Canton,services,single,secondary,0,1227,1,1
128902,East,New York,New York City,admin.,married,tertiary,0,238,0,0
128923,Central,Illinois,Chicago,services,divorced,secondary,0,44,0,1
128986,East,Ohio,Hilliard,unemployed,married,NA,0,970,1,0
129091,East,New Hampshire,Merrimack,student,single,secondary,0,196,0,0
129098,West,California,Los Angeles,housemaid,married,secondary,0,2524,0,0
129112,Central,Illinois,Chicago,student,single,secondary,0,620,0,0
129168,Central,Illinois,Highland Park,technician,single,tertiary,0,4071,0,0
129378,South,North Carolina,Goldsboro,technician,single,secondary,0,102,0,1
129441,East,Massachusetts,Boston,self-employed,single,tertiary,0,1081,0,0
129462,East,New York,New York City,student,single,secondary,0,2351,0,0
129469,South,Tennessee,Cleveland,unemployed,married,primary,0,7005,1,0
129476,East,Massachusetts,Boston,entrepreneur,married,tertiary,0,2331,0,0
129567,East,New York,New York City,management,married,tertiary,0,0,1,0
129574,Central,Texas,Carrollton,management,married,secondary,0,2228,1,0
129686,East,New York,New York City,housemaid,married,secondary,0,0,1,0
129693,Central,Illinois,Highland Park,technician,married,secondary,0,0,1,0
129714,South,Florida,Miami,services,single,secondary,0,1168,1,0
129770,South,Georgia,Columbus,management,divorced,secondary,0,644,1,0
129805,East,New York,Utica,retired,married,secondary,0,243,0,0
129833,West,California,San Diego,blue-collar,married,primary,0,101,1,0
129854,South,North Carolina,Greensboro,management,single,tertiary,0,224,0,0
129903,West,California,Los Angeles,management,married,tertiary,0,1514,0,0
129924,East,Massachusetts,Boston,technician,married,secondary,0,480,0,0
130001,East,District of Columbia,Washington,retired,married,secondary,0,4787,0,0
130022,West,Washington,Seattle,technician,single,tertiary,0,149,1,0
130043,Central,Illinois,Chicago,management,single,tertiary,0,0,0,0
130092,West,California,Los Angeles,blue-collar,single,primary,0,1628,1,0
130162,Central,Illinois,Chicago,management,single,tertiary,0,2531,0,0
130204,West,California,Los Angeles,blue-collar,married,secondary,0,249,1,0
130267,West,Washington,Elk Plain,management,single,tertiary,0,681,0,0
130274,Central,Texas,Houston,admin.,married,secondary,0,949,0,0
130351,East,New York,New York City,unemployed,married,secondary,0,780,0,0
130379,South,North Carolina,Charlotte,technician,single,secondary,0,230,1,0
130386,Central,Illinois,Chicago,admin.,single,secondary,0,27,1,0
130407,South,North Carolina,Charlotte,management,married,secondary,0,2071,0,0
130477,East,New York,New York City,retired,married,NA,0,2540,0,0
130519,East,Pennsylvania,Philadelphia,student,single,secondary,0,329,0,0
130610,East,Maryland,Cumberland,management,single,tertiary,0,943,0,0
130729,East,Maryland,Columbia,management,married,tertiary,0,5887,0,0
130736,West,California,San Diego,student,single,secondary,0,216,0,0
130771,East,Maryland,Dundalk,student,single,tertiary,0,5,0,0
130785,East,New York,New York City,technician,single,tertiary,0,1646,1,0
130792,West,Washington,Seattle,admin.,single,secondary,0,3950,1,0
130799,East,Vermont,South Burlington,management,single,tertiary,0,455,1,0
130841,East,New York,Elmira,self-employed,divorced,tertiary,0,963,1,0
130883,West,California,Los Angeles,management,married,tertiary,0,3737,0,0
130890,West,California,Los Angeles,management,married,tertiary,0,8,0,0
130946,Central,Illinois,Chicago,retired,married,secondary,0,474,0,0
130960,East,District of Columbia,Washington,self-employed,married,tertiary,0,94,0,0
130995,East,Maine,Sanford,management,married,tertiary,0,9103,0,1
131002,South,Florida,Miramar,entrepreneur,married,secondary,0,27624,0,0
131016,East,New York,Ithaca,admin.,single,secondary,0,2398,1,0
131051,Central,Illinois,Hoffman Estates,management,married,tertiary,0,5106,0,0
131065,South,Arkansas,Pine Bluff,management,married,tertiary,0,2239,0,0
131128,Central,Michigan,Detroit,blue-collar,married,primary,0,1841,1,0
131149,West,California,Los Angeles,retired,married,tertiary,0,7802,0,0
131156,West,California,Los Angeles,student,single,secondary,0,2488,0,0
131233,West,Oregon,Bend,services,single,secondary,0,92,0,0
131310,West,Arizona,Scottsdale,admin.,single,secondary,0,1544,1,0
131338,East,New York,New York City,admin.,divorced,tertiary,0,4708,0,0
131422,East,New York,New York City,blue-collar,single,primary,0,2483,0,0
131450,East,District of Columbia,Washington,management,single,tertiary,0,3611,0,0
131457,South,Georgia,Atlanta,technician,divorced,secondary,1,4,0,0
131492,West,Arizona,Chandler,blue-collar,married,secondary,0,1772,0,0
131499,East,Maryland,Cumberland,blue-collar,single,tertiary,0,297,0,0
131527,South,Alabama,Selma,admin.,married,secondary,0,260,1,0
131534,West,California,San Diego,blue-collar,married,secondary,0,863,1,0
131576,Central,Texas,Cedar Hill,management,married,tertiary,0,288,0,0
131597,East,District of Columbia,Washington,management,single,tertiary,0,2646,0,0
131618,West,Oregon,Troutdale,management,married,tertiary,0,9366,0,0
131625,East,New York,North Babylon,technician,married,secondary,0,0,1,0
131695,West,California,Los Altos,student,single,tertiary,0,1134,0,0
131758,East,New York,New York City,retired,married,secondary,0,1495,0,0
131828,Central,Oklahoma,Bartlesville,blue-collar,single,secondary,0,492,1,0
131835,Central,Illinois,Highland Park,admin.,divorced,secondary,0,294,1,0
131884,East,Maryland,Dundalk,retired,married,secondary,0,2326,0,1
131905,East,New York,New York City,blue-collar,married,primary,0,2120,1,0
131926,West,California,Los Angeles,blue-collar,married,NA,0,1181,1,0
131954,West,California,Los Angeles,blue-collar,single,secondary,0,-46,1,0
132059,East,New Hampshire,Salem,management,single,tertiary,0,1807,0,0
132080,West,California,Los Angeles,admin.,married,NA,0,5511,0,0
132101,Central,Illinois,Chicago,services,married,secondary,0,227,1,1
132122,East,New York,Elmira,management,divorced,tertiary,0,9756,1,0
132143,South,Arkansas,Paragould,technician,divorced,secondary,0,385,0,0
132185,West,California,Lemon Grove,admin.,married,secondary,0,898,1,0
132234,East,District of Columbia,Washington,blue-collar,married,primary,0,-157,1,0
132297,West,Utah,Pleasant Grove,technician,single,secondary,0,1279,1,0
132353,East,New York,New York City,management,married,tertiary,0,611,0,0
132409,West,Washington,Olympia,retired,married,primary,0,1004,0,0
132423,West,California,Los Angeles,management,married,secondary,0,2892,0,0
132430,Central,Minnesota,Blaine,self-employed,single,tertiary,0,1367,1,0
132444,Central,Texas,Houston,retired,married,primary,0,763,0,0
132500,South,North Carolina,Charlotte,management,married,tertiary,0,0,0,1
132507,South,North Carolina,Gastonia,technician,single,secondary,0,1429,1,0
132521,South,Florida,Miami,housemaid,married,primary,0,625,0,1
132570,West,California,Los Angeles,student,single,secondary,0,382,0,0
132612,South,Georgia,Atlanta,retired,married,tertiary,0,2557,1,0
132661,West,California,Los Angeles,management,single,tertiary,0,104,0,1
132682,West,Washington,Seattle,blue-collar,single,primary,0,566,1,0
132857,East,Massachusetts,Boston,admin.,married,secondary,0,873,1,0
132906,East,District of Columbia,Washington,blue-collar,married,secondary,0,320,1,0
132934,South,Georgia,Atlanta,student,single,secondary,0,431,0,0
132962,West,California,Los Angeles,admin.,married,tertiary,0,1988,0,0
132976,West,California,Los Angeles,self-employed,single,tertiary,0,42,1,0
133025,Central,Michigan,Detroit,admin.,married,secondary,0,139,0,0
133123,East,New York,Holbrook,services,married,secondary,0,775,0,0
133235,Central,Illinois,Chicago,retired,married,secondary,0,938,0,0
133249,South,Florida,Miami,blue-collar,single,secondary,0,0,0,0
133256,West,California,Los Angeles,retired,married,secondary,0,1495,0,0
133270,East,Pennsylvania,Philadelphia,technician,married,tertiary,0,2643,0,0
133333,West,California,Los Angeles,technician,single,secondary,0,909,0,1
133431,South,Georgia,Atlanta,retired,married,secondary,0,-1206,1,0
133452,Central,Illinois,Hoffman Estates,admin.,married,secondary,0,755,1,0
133627,West,California,Los Angeles,management,married,tertiary,0,802,0,0
133641,East,Pennsylvania,Philadelphia,admin.,divorced,secondary,0,437,1,0
133648,South,Georgia,Atlanta,unemployed,single,primary,0,9,0,1
133690,East,District of Columbia,Washington,unemployed,single,secondary,0,582,1,0
133711,East,New York,New York City,student,single,NA,0,108,0,0
133725,South,Florida,Miami,admin.,married,tertiary,0,0,0,0
133753,Central,Illinois,Chicago,blue-collar,single,secondary,0,535,0,0
133781,West,Oregon,Troutdale,management,married,secondary,0,215,0,0
133851,East,New York,New York City,unemployed,married,tertiary,0,576,0,0
133879,East,Massachusetts,Lynn,management,divorced,tertiary,0,-42,1,0
134026,West,Washington,Seattle,admin.,single,secondary,0,716,1,0
134061,Central,Illinois,Chicago,admin.,single,secondary,0,315,1,0
134173,South,Virginia,Rose Hill,self-employed,divorced,primary,0,351,1,0
134208,East,Massachusetts,Boston,unemployed,married,primary,0,324,0,0
134278,West,Washington,Seattle,technician,single,secondary,0,4136,1,0
134306,East,New York,New York City,blue-collar,divorced,secondary,0,10613,0,1
134313,West,Washington,Seattle,retired,married,tertiary,0,653,0,0
134348,East,Pennsylvania,Philadelphia,services,married,secondary,0,114,0,1
134362,South,Florida,Miami,admin.,divorced,secondary,0,363,1,0
134376,South,North Carolina,Sanford,services,married,secondary,0,1076,0,0
134404,West,California,Los Altos,unemployed,married,tertiary,0,0,0,0
134425,Central,Illinois,Chicago,blue-collar,married,primary,0,414,0,0
134474,South,Florida,Miami,services,single,tertiary,0,1140,1,0
134481,East,District of Columbia,Washington,management,married,NA,0,448,0,0
134488,West,California,Los Angeles,services,single,secondary,0,488,0,0
134607,West,Arizona,Scottsdale,retired,married,secondary,0,1612,0,0
