sales_id,ad_placed_on,sold_on,original_selling_price,Region,State,City,seller_type,owner,car_id
2229,14-02-2017 20:53,03-03-2017 15:37,400000,Central,Illinois,Quincy,Individual,Third Owner,125705
2230,14-02-2017 20:55,,1350000,East,Ohio,Fairfield,Individual,First Owner,125706
2231,14-02-2017 20:57,17-02-2017 13:42,250000,East,Ohio,Fairfield,Individual,Second Owner,125707
2232,14-02-2017 21:00,24-02-2017 08:53,725000,East,Ohio,Fairborn,Individual,First Owner,125708
2233,14-02-2017 22:09,07-03-2017 14:16,300000,East,Ohio,Fairborn,Individual,First Owner,125709
2234,14-02-2017 22:26,20-02-2017 07:03,120000,East,Ohio,Findlay,Individual,Second Owner,125710
2235,14-02-2017 23:07,20-02-2017 18:13,1175000,East,Ohio,Findlay,Individual,First Owner,125711
2236,14-02-2017 23:11,04-03-2017 10:57,380000,East,Ohio,Fairfield,Individual,First Owner,125712
2237,14-02-2017 23:12,03-03-2017 20:05,400000,East,Ohio,Fairfield,Individual,First Owner,125713
2238,14-02-2017 23:12,06-03-2017 11:37,140000,East,Ohio,Fairborn,Individual,Third Owner,125714
2239,14-02-2017 23:19,24-02-2017 09:33,229999,East,Ohio,Fairfield,Individual,Second Owner,125715
2240,14-02-2017 23:38,02-03-2017 09:51,110000,East,Ohio,Fairfield,Individual,Second Owner,125716
2241,14-02-2017 23:50,03-03-2017 14:23,550000,East,Ohio,Fairfield,Individual,Second Owner,125717
2242,15-02-2017 00:15,23-02-2017 18:03,150000,East,Ohio,Fairfield,Individual,Fourth & Above Owner,125718
2243,15-02-2017 00:17,20-03-2017 11:39,265000,Central,Michigan,Grand Rapids,Individual,Second Owner,125719
2244,15-02-2017 00:24,21-02-2017 13:14,300000,Central,Michigan,Garden City,Individual,Third Owner,125720
2245,15-02-2017 00:49,25-02-2017 05:52,280000,Central,Michigan,Grand Rapids,Individual,First Owner,125721
2246,15-02-2017 01:47,02-03-2017 16:57,130000,Central,Michigan,Grand Rapids,Individual,Second Owner,125722
2247,15-02-2017 07:51,23-02-2017 13:04,350000,Central,Michigan,Holland,Individual,First Owner,125723
2248,15-02-2017 09:14,22-02-2017 06:47,200000,Central,Michigan,Holland,Individual,First Owner,125724
2249,15-02-2017 09:34,24-02-2017 10:28,550000,Central,Michigan,Holland,Individual,First Owner,125725
2250,15-02-2017 09:35,21-02-2017 17:46,400000,Central,Michigan,Grand Rapids,Individual,Second Owner,125726
2251,15-02-2017 09:41,01-03-2017 12:58,170000,Central,Michigan,Grand Rapids,Individual,Second Owner,125727
2252,15-02-2017 09:50,24-02-2017 14:36,600000,Central,Michigan,Grand Rapids,Individual,Second Owner,125728
2253,15-02-2017 09:55,01-03-2017 15:29,130000,South,Kentucky,Murray,Individual,Second Owner,125729
2255,15-02-2017 10:10,22-02-2017 10:20,100000,East,New Hampshire,Concord,Individual,Second Owner,125731
2256,15-02-2017 11:00,01-03-2017 11:22,310000,East,Vermont,Essex Junction,Individual,First Owner,125732
2257,15-02-2017 11:04,20-02-2017 14:21,35000,East,Massachusetts,Wilbraham,Individual,First Owner,125733
2258,15-02-2017 11:11,,200000,South,Kentucky,Murray,Individual,Third Owner,125734
2260,15-02-2017 11:20,22-02-2017 19:22,650000,South,Kentucky,Murray,Individual,First Owner,125736
2261,15-02-2017 11:21,02-03-2017 18:57,210000,East,Massachusetts,Concord,Individual,First Owner,125737
2262,15-02-2017 11:25,,509999,East,Ohio,Willoughby,Individual,First Owner,125738
2263,15-02-2017 11:43,23-02-2017 12:53,229999,Central,Oklahoma,Bartlesville,Individual,First Owner,125739
2264,15-02-2017 12:03,06-03-2017 14:05,409999,East,Ohio,Youngstown,Individual,Second Owner,125740
2265,15-02-2017 12:18,20-02-2017 10:43,130000,East,Ohio,Willoughby,Individual,First Owner,125741
2266,15-02-2017 12:56,02-03-2017 15:07,95000,East,Ohio,Willoughby,Individual,First Owner,125742
2267,15-02-2017 13:38,21-02-2017 16:22,225000,East,Ohio,Xenia,Individual,Second Owner,125743
2269,15-02-2017 13:44,22-02-2017 13:50,775000,East,Ohio,Youngstown,Individual,First Owner,125745
2270,15-02-2017 14:07,22-02-2017 15:46,420000,East,Ohio,Xenia,Individual,First Owner,125746
2271,15-02-2017 14:09,06-03-2017 08:45,480000,East,Ohio,Youngstown,Individual,First Owner,125747
2273,15-02-2017 14:32,24-02-2017 13:52,260000,East,Ohio,Willoughby,Individual,Second Owner,125749
2275,15-02-2017 14:37,21-02-2017 13:43,600000,East,Ohio,Willoughby,Individual,First Owner,125751
2276,15-02-2017 14:38,,140000,Central,Oklahoma,Bartlesville,Individual,Second Owner,125752
2277,15-02-2017 14:47,24-02-2017 14:26,130000,Central,Oklahoma,Bartlesville,Individual,Third Owner,125753
2278,15-02-2017 15:27,23-02-2017 16:12,195000,East,New Jersey,Fair Lawn,Dealer,First Owner,125754
2279,15-02-2017 15:54,23-02-2017 13:18,210000,East,Massachusetts,Marlborough,Dealer,Second Owner,125755
2280,15-02-2017 16:00,20-02-2017 05:57,130000,West,California,Chula Vista,Individual,Third Owner,125756
2281,15-02-2017 16:04,20-02-2017 14:21,141000,West,California,Citrus Heights,Individual,Third Owner,125757
2282,15-02-2017 16:18,23-02-2017 08:44,280000,West,California,Claremont,Individual,First Owner,125758
2283,15-02-2017 16:27,13-03-2017 09:23,350000,West,California,Citrus Heights,Individual,First Owner,125759
2284,15-02-2017 16:31,20-02-2017 08:05,575000,West,California,Chula Vista,Individual,First Owner,125760
2285,15-02-2017 17:11,24-02-2017 09:54,550000,West,California,Chula Vista,Individual,First Owner,125761
2287,15-02-2017 17:25,06-03-2017 09:33,120000,West,California,Claremont,Individual,Second Owner,125763
2288,15-02-2017 17:42,11-03-2017 10:34,320000,West,California,Claremont,Individual,First Owner,125764
2289,15-02-2017 17:55,03-03-2017 13:15,250000,East,Massachusetts,Mansfield,Individual,First Owner,125765
2290,15-02-2017 18:16,23-02-2017 14:43,300000,West,California,Claremont,Individual,First Owner,125766
2291,15-02-2017 18:47,03-03-2017 14:28,250000,East,Connecticut,Norwich,Individual,First Owner,125767
2293,15-02-2017 19:29,23-02-2017 12:25,750000,Central,Texas,Garland,Individual,First Owner,125769
2294,15-02-2017 20:14,23-02-2017 11:45,151000,Central,Texas,Georgetown,Individual,Second Owner,125770
2295,15-02-2017 20:37,06-03-2017 08:43,300000,Central,Texas,Grand Prairie,Individual,First Owner,125771
2296,15-02-2017 20:49,22-02-2017 14:48,577000,Central,Texas,Grand Prairie,Individual,First Owner,125772
2297,15-02-2017 20:50,07-03-2017 08:47,229999,Central,Texas,Grand Prairie,Individual,First Owner,125773
2298,15-02-2017 20:56,23-02-2017 17:15,500000,Central,Texas,Grand Prairie,Individual,First Owner,125774
2299,15-02-2017 21:12,02-03-2017 10:27,840000,Central,Texas,Grand Prairie,Individual,First Owner,125775
2300,15-02-2017 21:21,,900000,Central,Texas,Georgetown,Individual,First Owner,125776
2301,15-02-2017 21:34,21-02-2017 17:42,650000,Central,Texas,Georgetown,Individual,First Owner,125777
2302,15-02-2017 21:50,,650000,Central,Texas,Garland,Individual,First Owner,125778
2303,15-02-2017 22:32,24-02-2017 17:42,250000,Central,Texas,Grapevine,Individual,First Owner,125779
2304,15-02-2017 22:46,23-02-2017 08:17,550000,Central,Illinois,Alton,Individual,First Owner,125780
2305,15-02-2017 22:46,22-02-2017 15:05,250000,Central,Illinois,Alton,Individual,Fourth & Above Owner,125781
2306,15-02-2017 22:48,01-03-2017 10:45,350000,Central,Illinois,Arlington Heights,Individual,Second Owner,125782
2307,15-02-2017 23:00,,185000,Central,Illinois,Arlington Heights,Individual,Second Owner,125783
2308,15-02-2017 23:30,05-03-2017 09:43,229999,Central,Illinois,Arlington Heights,Individual,Third Owner,125784
2309,15-02-2017 23:49,23-02-2017 13:16,1000000,Central,Illinois,Alton,Individual,First Owner,125785
2310,15-02-2017 23:49,22-02-2017 17:14,490000,East,Pennsylvania,State College,Individual,First Owner,125786
2311,16-02-2017 01:41,23-02-2017 18:45,150000,East,Pennsylvania,State College,Individual,Second Owner,125787
2312,16-02-2017 02:03,17-03-2017 05:38,600000,East,Pennsylvania,Radnor,Individual,First Owner,125788
2313,16-02-2017 07:54,01-03-2017 08:35,270000,East,Pennsylvania,Scranton,Individual,Second Owner,125789
2314,16-02-2017 08:04,23-02-2017 12:43,60000,East,Pennsylvania,Scranton,Individual,Second Owner,125790
2315,16-02-2017 08:20,24-02-2017 12:04,150000,East,Pennsylvania,State College,Individual,Second Owner,125791
2316,16-02-2017 08:43,01-03-2017 15:52,335000,East,Pennsylvania,Scranton,Dealer,First Owner,125792
2317,16-02-2017 08:58,07-03-2017 13:43,525000,East,Pennsylvania,Reading,Individual,Second Owner,125793
2318,16-02-2017 09:35,24-02-2017 09:02,465000,East,Pennsylvania,Reading,Dealer,First Owner,125794
2319,16-02-2017 09:42,01-03-2017 12:16,83000,East,Pennsylvania,State College,Individual,Second Owner,125795
2320,16-02-2017 09:42,02-03-2017 14:09,300000,East,Pennsylvania,Scranton,Individual,First Owner,125796
2321,16-02-2017 09:46,02-03-2017 17:10,350000,East,Pennsylvania,Wilkes Barre,Individual,First Owner,125797
2322,16-02-2017 09:59,08-03-2017 01:22,300000,East,Pennsylvania,Reading,Individual,First Owner,125798
2323,16-02-2017 10:24,22-02-2017 10:25,250000,Central,Missouri,Ferguson,Individual,First Owner,125799
2324,16-02-2017 10:25,20-02-2017 13:03,114999,Central,Missouri,Ferguson,Individual,Second Owner,125800
2325,16-02-2017 10:33,07-03-2017 21:12,700000,Central,Missouri,Ferguson,Individual,First Owner,125801
2326,16-02-2017 10:35,22-02-2017 14:14,250000,Central,Missouri,Ferguson,Individual,Second Owner,125802
2327,16-02-2017 10:39,01-03-2017 18:48,350000,East,Pennsylvania,Harrisburg,Individual,First Owner,125803
2328,16-02-2017 10:48,01-03-2017 14:58,80000,East,Pennsylvania,Erie,Individual,First Owner,125804
2329,16-02-2017 10:51,20-02-2017 13:15,850000,West,Oregon,Coos Bay,Individual,First Owner,125805
2331,16-02-2017 11:29,,90000,West,Oregon,Coos Bay,Individual,Third Owner,125807
2332,16-02-2017 11:31,22-02-2017 11:43,600000,East,Pennsylvania,Erie,Individual,First Owner,125808
2333,16-02-2017 11:53,02-03-2017 16:39,135000,Central,Missouri,Ferguson,Individual,First Owner,125809
2334,16-02-2017 12:33,,150000,Central,Texas,Deer Park,Individual,First Owner,125810
2335,16-02-2017 12:48,20-02-2017 05:17,259000,Central,Texas,Deer Park,Individual,First Owner,125811
2336,16-02-2017 12:58,22-02-2017 21:45,220000,South,Tennessee,Farragut,Individual,First Owner,125812
2337,16-02-2017 13:16,03-03-2017 10:18,246000,Central,Texas,Deer Park,Individual,Second Owner,125813
2338,16-02-2017 13:35,06-03-2017 14:13,240000,Central,Texas,Deer Park,Individual,First Owner,125814
2339,16-02-2017 13:37,25-02-2017 06:09,946000,South,Virginia,Blacksburg,Individual,First Owner,125815
2340,16-02-2017 13:57,10-03-2017 10:06,215000,South,Virginia,Blacksburg,Individual,First Owner,125816
2341,16-02-2017 14:13,24-02-2017 11:33,50000,South,Virginia,Charlottesville,Individual,Fourth & Above Owner,125817
2342,16-02-2017 14:22,24-02-2017 10:43,310000,South,Virginia,Charlottesville,Individual,First Owner,125818
2343,16-02-2017 14:28,01-03-2017 09:29,220000,South,Virginia,Burke,Individual,First Owner,125819
2344,16-02-2017 14:56,24-02-2017 14:14,195000,South,Virginia,Burke,Individual,Third Owner,125820
2345,16-02-2017 15:11,24-02-2017 17:12,650000,South,Virginia,Blacksburg,Individual,First Owner,125821
2346,16-02-2017 15:53,24-02-2017 16:07,350000,South,Virginia,Chesapeake,Individual,First Owner,125822
2347,16-02-2017 15:56,06-03-2017 14:35,360000,South,Virginia,Burke,Individual,First Owner,125823
2348,16-02-2017 16:26,06-03-2017 10:07,550000,South,Virginia,Charlottesville,Individual,Second Owner,125824
2349,16-02-2017 16:36,08-03-2017 09:51,490000,South,Virginia,Charlottesville,Individual,First Owner,125825
2350,16-02-2017 16:54,01-03-2017 15:28,195000,South,Virginia,Burke,Individual,Second Owner,125826
2351,16-02-2017 17:42,04-03-2017 09:22,125000,South,Virginia,Charlottesville,Individual,Fourth & Above Owner,125827
2352,16-02-2017 17:46,,459999,South,Virginia,Blacksburg,Individual,First Owner,125828
2353,16-02-2017 18:51,07-03-2017 16:54,275000,South,Virginia,Charlottesville,Individual,First Owner,125829
2354,16-02-2017 19:09,21-02-2017 13:37,680000,South,South Carolina,Taylors,Individual,First Owner,125830
2355,16-02-2017 19:36,07-03-2017 16:53,600000,West,California,South Lake Tahoe,Individual,First Owner,125831
2356,16-02-2017 19:43,,720000,West,Oregon,Pendleton,Individual,First Owner,125832
2358,16-02-2017 19:56,,356000,South,South Carolina,Taylors,Individual,First Owner,125834
2359,16-02-2017 19:56,24-02-2017 16:47,225000,South,South Carolina,Taylors,Individual,First Owner,125835
2360,16-02-2017 20:02,14-03-2017 11:25,725000,West,California,South Lake Tahoe,Individual,First Owner,125836
2361,16-02-2017 20:12,02-03-2017 15:19,130000,East,Connecticut,Seymour,Individual,First Owner,125837
2362,16-02-2017 20:55,,300000,West,California,South Lake Tahoe,Individual,First Owner,125838
2363,16-02-2017 21:51,23-02-2017 08:15,400000,East,Connecticut,Watertown,Individual,Second Owner,125839
2364,16-02-2017 22:44,03-03-2017 11:34,550000,East,New Jersey,East Brunswick,Individual,First Owner,125840
2365,16-02-2017 23:14,10-03-2017 14:07,120000,West,California,South Lake Tahoe,Individual,Second Owner,125841
2366,16-02-2017 23:15,07-03-2017 05:22,409999,West,Oregon,Pendleton,Individual,Second Owner,125842
2367,16-02-2017 23:30,29-03-2017 14:06,110000,West,Oregon,Pendleton,Individual,Second Owner,125843
2368,17-02-2017 00:29,25-02-2017 12:13,450000,South,South Carolina,Taylors,Individual,First Owner,125844
2369,17-02-2017 01:16,24-02-2017 10:38,610000,South,South Carolina,Taylors,Individual,First Owner,125845
2370,17-02-2017 03:09,20-02-2017 14:44,515000,East,New Jersey,New Brunswick,Dealer,First Owner,125846
2371,17-02-2017 07:39,23-02-2017 13:05,925000,East,Massachusetts,Dennis,Dealer,First Owner,125847
2372,17-02-2017 08:05,08-03-2017 19:37,860000,East,New Jersey,Palisades Park,Dealer,First Owner,125848
2373,17-02-2017 08:20,22-02-2017 17:32,225000,East,New Jersey,Lindenwold,Dealer,Second Owner,125849
2374,17-02-2017 08:30,08-03-2017 05:26,500000,South,South Carolina,Taylors,Dealer,First Owner,125850
2375,17-02-2017 08:54,22-02-2017 14:18,600000,West,California,South Lake Tahoe,Dealer,First Owner,125851
2376,17-02-2017 09:06,24-02-2017 10:49,195000,West,Oregon,Pendleton,Dealer,First Owner,125852
2377,17-02-2017 10:01,02-03-2017 10:51,265000,West,Oregon,Pendleton,Dealer,First Owner,125853
2378,17-02-2017 10:07,03-03-2017 15:59,650000,West,Oregon,Pendleton,Dealer,First Owner,125854
2379,17-02-2017 10:32,03-03-2017 07:17,415000,West,California,South Lake Tahoe,Dealer,First Owner,125855
2380,17-02-2017 10:32,07-03-2017 08:23,600000,South,Virginia,Petersburg,Dealer,First Owner,125856
2381,17-02-2017 10:48,22-02-2017 09:54,340000,South,Virginia,Portsmouth,Dealer,First Owner,125857
2382,17-02-2017 10:53,20-03-2017 10:14,350000,South,Virginia,Portsmouth,Dealer,First Owner,125858
2383,17-02-2017 11:03,27-04-2017 07:16,265000,South,Virginia,Richmond,Dealer,Second Owner,125859
2384,17-02-2017 11:22,23-02-2017 16:04,625000,South,Virginia,Petersburg,Individual,First Owner,125860
2385,17-02-2017 11:27,17-03-2017 12:34,245000,South,Virginia,Petersburg,Individual,Second Owner,125861
2386,17-02-2017 12:04,28-03-2017 13:49,395000,South,Virginia,Oakton,Individual,First Owner,125862
2388,17-02-2017 12:40,23-02-2017 13:53,490000,South,Virginia,Petersburg,Individual,First Owner,125864
2390,17-02-2017 13:05,02-03-2017 11:09,955000,South,Virginia,Portsmouth,Individual,First Owner,125866
2391,17-02-2017 13:53,11-03-2017 07:09,525000,South,Virginia,Richmond,Individual,First Owner,125867
2392,17-02-2017 13:57,,550000,South,Virginia,Petersburg,Individual,First Owner,125868
2393,17-02-2017 14:18,02-03-2017 13:22,200000,South,Virginia,Oakton,Individual,Second Owner,125869
2394,17-02-2017 14:18,02-03-2017 14:41,500000,South,Virginia,Oakton,Individual,First Owner,125870
2395,17-02-2017 15:00,08-03-2017 10:49,825000,South,Virginia,Oakton,Individual,First Owner,125871
2396,17-02-2017 15:15,16-03-2017 17:16,250000,South,Virginia,Richmond,Individual,First Owner,125872
2397,17-02-2017 15:29,23-02-2017 16:47,600000,East,Maine,Sanford,Individual,First Owner,125873
2398,17-02-2017 15:53,03-03-2017 11:47,1325000,East,Connecticut,Bristol,Individual,First Owner,125874
2399,17-02-2017 16:10,06-03-2017 10:33,770000,East,New York,Albany,Individual,First Owner,125875
2400,17-02-2017 16:16,01-03-2017 12:03,415000,South,Virginia,Portsmouth,Individual,First Owner,125876
2401,17-02-2017 16:23,09-03-2017 14:44,825000,South,Virginia,Portsmouth,Individual,Second Owner,125877
2402,17-02-2017 16:52,02-03-2017 17:43,530000,West,California,Temecula,Individual,First Owner,125878
2403,17-02-2017 17:21,03-03-2017 12:16,425000,West,California,Temecula,Individual,Third Owner,125879
2404,17-02-2017 17:37,10-03-2017 13:06,310000,West,Arizona,Tucson,Individual,Second Owner,125880
2405,17-02-2017 17:46,03-03-2017 08:34,390000,West,Arizona,Tucson,Individual,First Owner,125881
2406,17-02-2017 17:46,09-04-2017 00:23,700000,West,Arizona,Tucson,Individual,First Owner,125882
2407,17-02-2017 17:56,02-03-2017 12:09,200000,South,Arkansas,Benton,Individual,Second Owner,125883
2408,17-02-2017 18:06,01-03-2017 15:24,1050000,South,Arkansas,Benton,Individual,First Owner,125884
2409,17-02-2017 18:27,09-03-2017 09:14,580000,West,California,Temecula,Individual,First Owner,125885
2410,17-02-2017 18:48,06-03-2017 07:48,200000,West,California,Temecula,Individual,Second Owner,125886
2411,17-02-2017 19:05,01-03-2017 10:05,245000,West,Arizona,Yuma,Individual,First Owner,125887
2412,17-02-2017 19:52,08-03-2017 12:14,210000,West,Arizona,Tucson,Individual,Second Owner,125888
2413,17-02-2017 22:27,01-03-2017 17:52,50000,West,Arizona,Yuma,Individual,Second Owner,125889
2414,17-02-2017 22:34,23-02-2017 14:54,700000,South,Arkansas,Bella Vista,Individual,Second Owner,125890
2415,17-02-2017 23:07,24-02-2017 10:47,660000,South,Arkansas,Bella Vista,Individual,First Owner,125891
2416,18-02-2017 01:57,04-03-2017 08:32,630000,West,Arizona,Surprise,Individual,Second Owner,125892
2417,18-02-2017 04:35,25-02-2017 05:28,950000,South,Arkansas,Bella Vista,Individual,First Owner,125893
2418,18-02-2017 07:45,16-03-2017 10:09,740000,West,Arizona,Yuma,Individual,First Owner,125894
2419,18-02-2017 10:22,05-03-2017 05:22,570000,South,Arkansas,Bella Vista,Individual,First Owner,125895
2420,18-02-2017 10:39,21-03-2017 08:37,450000,West,Arizona,Tucson,Individual,Third Owner,125896
2421,18-02-2017 11:04,02-03-2017 16:15,390000,South,Arkansas,Benton,Individual,First Owner,125897
2422,18-02-2017 11:09,02-03-2017 14:32,180000,South,Arkansas,Benton,Individual,Second Owner,125898
2423,18-02-2017 11:48,01-03-2017 17:06,130000,West,Arizona,Yuma,Individual,First Owner,125899
2424,18-02-2017 11:49,24-02-2017 12:07,270000,West,Arizona,Yuma,Individual,Second Owner,125900
2425,18-02-2017 12:23,16-03-2017 08:50,60000,West,Arizona,Tempe,Individual,Third Owner,125901
2426,18-02-2017 12:27,16-03-2017 09:28,170000,South,Arkansas,Bella Vista,Individual,Third Owner,125902
2427,18-02-2017 12:36,24-02-2017 16:12,978999,South,Arkansas,Bella Vista,Individual,First Owner,125903
2428,18-02-2017 12:45,02-03-2017 10:05,490000,West,Arizona,Tucson,Individual,First Owner,125904
2429,18-02-2017 13:14,20-03-2017 14:08,280000,West,Arizona,Tucson,Individual,Second Owner,125905
2430,18-02-2017 13:19,,390000,West,Arizona,Tempe,Individual,First Owner,125906
2431,18-02-2017 13:29,01-03-2017 08:07,170000,West,California,Temecula,Individual,Fourth & Above Owner,125907
2432,18-02-2017 13:44,13-03-2017 13:27,45000,West,Arizona,Tempe,Individual,First Owner,125908
2433,18-02-2017 13:45,01-03-2017 14:32,640000,West,Arizona,Tempe,Individual,Second Owner,125909
2434,18-02-2017 14:04,07-03-2017 11:13,650000,West,Arizona,Tempe,Individual,Second Owner,125910
2435,18-02-2017 14:29,16-03-2017 09:45,500000,West,Arizona,Surprise,Individual,First Owner,125911
2436,18-02-2017 14:33,24-02-2017 10:17,90000,West,Arizona,Tempe,Individual,Second Owner,125912
2437,18-02-2017 14:36,24-02-2017 08:12,480000,West,Arizona,Tempe,Individual,Second Owner,125913
2438,18-02-2017 14:36,24-02-2017 08:14,630000,West,California,Temecula,Individual,First Owner,125914
2439,18-02-2017 14:39,02-03-2017 14:57,250000,West,California,Temecula,Individual,First Owner,125915
2440,18-02-2017 14:40,01-03-2017 13:25,330000,Central,Illinois,Naperville,Individual,Fourth & Above Owner,125916
2441,18-02-2017 14:47,03-03-2017 11:09,180000,Central,Illinois,Naperville,Individual,Second Owner,125917
2442,18-02-2017 14:53,13-03-2017 19:12,210000,Central,Illinois,Mundelein,Individual,Second Owner,125918
2443,18-02-2017 14:57,24-02-2017 10:37,550000,East,Maine,Sanford,Individual,First Owner,125919
2444,18-02-2017 15:02,10-03-2017 13:39,950000,Central,Illinois,Naperville,Individual,First Owner,125920
2445,18-02-2017 15:29,02-03-2017 15:52,430000,Central,Illinois,Naperville,Individual,Second Owner,125921
2446,18-02-2017 15:30,06-03-2017 19:17,348000,Central,Illinois,Naperville,Individual,Second Owner,125922
2447,18-02-2017 15:34,24-02-2017 03:24,196000,Central,Illinois,Naperville,Individual,Second Owner,125923
2448,18-02-2017 15:41,01-03-2017 15:17,150000,East,New Jersey,Cranford,Individual,Second Owner,125924
2450,18-02-2017 15:52,07-03-2017 13:57,150000,East,New Hampshire,Laconia,Individual,Second Owner,125926
2451,18-02-2017 16:32,08-03-2017 12:09,1250000,East,New Hampshire,Londonderry,Individual,First Owner,125927
2452,18-02-2017 16:41,03-03-2017 08:24,600000,Central,Illinois,Mundelein,Individual,Third Owner,125928
2453,18-02-2017 16:48,09-03-2017 07:28,65000,Central,Illinois,Normal,Dealer,First Owner,125929
2454,18-02-2017 16:54,22-02-2017 16:22,220000,Central,Illinois,Normal,Dealer,First Owner,125930
2455,18-02-2017 17:15,03-03-2017 18:43,220000,Central,Illinois,Mundelein,Dealer,First Owner,125931
2456,18-02-2017 17:26,24-02-2017 05:11,110000,Central,Illinois,Mundelein,Dealer,First Owner,125932
2457,18-02-2017 17:43,01-03-2017 13:47,175000,Central,Illinois,Mount Prospect,Dealer,First Owner,125933
2458,18-02-2017 17:47,01-03-2017 13:47,160000,Central,Illinois,Mount Prospect,Dealer,First Owner,125934
2459,18-02-2017 17:58,10-03-2017 08:27,65000,Central,Illinois,Normal,Dealer,First Owner,125935
2460,18-02-2017 18:28,22-02-2017 09:45,60000,Central,Illinois,Mundelein,Dealer,Second Owner,125936
2461,18-02-2017 20:50,02-03-2017 10:14,120000,Central,Illinois,Mundelein,Dealer,Second Owner,125937
2463,18-02-2017 21:21,14-03-2017 11:47,1000000,East,Maine,Gorham,Individual,First Owner,125939
2464,18-02-2017 21:54,04-03-2017 08:32,220000,West,California,Twentynine Palms,Dealer,First Owner,125940
2466,18-02-2017 22:14,02-03-2017 16:54,114999,West,California,Twentynine Palms,Dealer,Second Owner,125942
2468,18-02-2017 22:29,03-03-2017 16:45,850000,East,New Hampshire,Derry,Individual,Second Owner,125944
2469,18-02-2017 22:42,06-03-2017 15:14,750000,West,California,Twentynine Palms,Individual,First Owner,125945
2470,18-02-2017 22:49,02-03-2017 12:06,265000,West,California,Twentynine Palms,Individual,First Owner,125946
2471,18-02-2017 23:26,23-02-2017 09:23,450000,West,California,Twentynine Palms,Individual,Second Owner,125947
2472,18-02-2017 23:41,,225000,South,Alabama,Birmingham,Individual,First Owner,125948
2473,18-02-2017 23:54,01-03-2017 13:35,1125000,South,North Carolina,Eden,Individual,First Owner,125949
2474,19-02-2017 01:15,24-02-2017 14:27,270000,South,Alabama,Decatur,Individual,First Owner,125950
2475,19-02-2017 01:28,02-03-2017 03:41,130000,South,Alabama,Decatur,Individual,First Owner,125951
2476,19-02-2017 03:33,24-02-2017 09:47,660000,South,Alabama,Decatur,Individual,First Owner,125952
2477,19-02-2017 07:07,24-02-2017 17:52,240000,South,North Carolina,Eden,Individual,Second Owner,125953
2478,19-02-2017 09:32,14-03-2017 12:47,275000,South,Alabama,Birmingham,Individual,First Owner,125954
2479,19-02-2017 10:18,13-03-2017 15:07,750000,South,Alabama,Birmingham,Individual,First Owner,125955
2480,19-02-2017 10:22,14-03-2017 11:55,65000,South,Alabama,Birmingham,Individual,Second Owner,125956
2481,19-02-2017 11:03,,850000,South,Alabama,Birmingham,Individual,First Owner,125957
2482,19-02-2017 11:03,06-03-2017 12:17,300000,South,Alabama,Bessemer,Individual,Second Owner,125958
2483,19-02-2017 12:11,24-02-2017 17:04,555000,South,Alabama,Decatur,Individual,Second Owner,125959
2484,19-02-2017 12:22,14-03-2017 12:57,825000,South,Alabama,Decatur,Individual,First Owner,125960
2485,19-02-2017 12:50,08-03-2017 14:53,150000,South,North Carolina,Eden,Individual,Third Owner,125961
2486,19-02-2017 13:29,10-03-2017 07:38,185000,South,Alabama,Birmingham,Individual,Second Owner,125962
2487,19-02-2017 14:41,02-03-2017 16:42,180000,South,Alabama,Bessemer,Individual,Second Owner,125963
2488,19-02-2017 16:06,,160000,South,North Carolina,Eden,Individual,Second Owner,125964
2489,19-02-2017 16:06,02-03-2017 06:58,500000,South,Alabama,Birmingham,Individual,First Owner,125965
2490,19-02-2017 16:20,06-03-2017 14:18,375000,Central,Indiana,Indianapolis,Individual,Second Owner,125966
2491,19-02-2017 16:46,23-02-2017 14:41,900000,Central,Indiana,Jeffersonville,Individual,First Owner,125967
2492,19-02-2017 17:14,24-02-2017 09:05,459999,Central,Indiana,Indianapolis,Individual,First Owner,125968
2493,19-02-2017 17:44,23-02-2017 12:37,480000,Central,Indiana,Jeffersonville,Individual,First Owner,125969
2494,19-02-2017 18:35,10-03-2017 07:42,320000,Central,Indiana,Jeffersonville,Individual,Third Owner,125970
2495,19-02-2017 18:40,24-02-2017 13:57,370000,Central,Indiana,Kokomo,Individual,Second Owner,125971
2497,19-02-2017 18:53,01-03-2017 13:09,75000,Central,Indiana,Kokomo,Individual,Third Owner,125973
2498,19-02-2017 19:01,13-03-2017 17:24,400000,Central,Indiana,Kokomo,Individual,Third Owner,125974
2500,19-02-2017 19:10,23-02-2017 08:57,425000,Central,Indiana,Kokomo,Individual,First Owner,125976
2501,19-02-2017 19:14,07-03-2017 13:03,325000,Central,Indiana,Indianapolis,Individual,First Owner,125977
2502,19-02-2017 19:18,27-03-2017 15:03,350000,Central,Indiana,Kokomo,Individual,Second Owner,125978
2503,19-02-2017 19:20,09-03-2017 16:48,600000,Central,Indiana,Lafayette,Individual,First Owner,125979
2504,19-02-2017 19:30,11-03-2017 05:43,120000,Central,Indiana,Lafayette,Individual,Second Owner,125980
2505,19-02-2017 19:45,23-02-2017 10:48,200000,East,New York,Syracuse,Individual,Second Owner,125981
2506,19-02-2017 19:53,14-03-2017 09:32,100000,East,New York,Syracuse,Individual,Third Owner,125982
2507,19-02-2017 19:53,08-03-2017 05:52,350000,East,New York,Smithtown,Individual,Second Owner,125983
