car_id,name,km_driven,fuel,transmission,mileage,engine,max_power,torque,seats,model
124077,Toyota Fortuner 2.8 2WD MT,148120,Diesel,Manual,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7,Toyota
124078,Ford Ecosport 1.5 Ti VCT MT Titanium,20000,Petrol,Manual,15.8 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5,Ford
124079,Hyundai Grand i10 1.2 Kappa Magna AT,30000,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
124080,Tata Aria Pride,142000,Diesel,Manual,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Tata
124081,Tata Sumo CX 10 Str BSIV,20000,Diesel,Manual,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10,Tata
124082,Tata Manza Aura Plus Quadrajet,120000,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,Tata
124083,Hyundai i10 Sportz 1.1L,80000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124084,Tata Indigo CS LX (TDI) BS-III,60000,Diesel,Manual,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,Tata
124085,Renault KWID 1.0 RXT Optional,25000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Renault
124086,Mahindra Bolero SLX,50000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
124087,Mahindra TUV 300 T8,126000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124088,Maruti Swift Dzire LDI,170000,Diesel,Manual,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124089,Maruti Alto 800 LXI,24000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
124090,Maruti Ertiga SHVS ZDI,100000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,Maruti
124091,Tata Tiago NRG Petrol,10000,Petrol,Manual,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5,Tata
124092,Ford Figo Diesel ZXI,70000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Ford
124093,Maruti Omni E MPI STD BS IV,40000,Petrol,Manual,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8,Maruti
124094,Maruti Wagon R LXI BS IV,110000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124095,Hyundai i10 Era,80000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124096,Tata Bolt Revotron XE,16500,Petrol,Manual,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,Tata
124097,Maruti Alto K10 VXI,30000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124098,Maruti Ertiga SHVS VDI,80000,Diesel,Manual,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,Maruti
124099,Tata Safari Storme EX,50000,Diesel,Manual,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,Tata
124100,Maruti Alto K10 VXI,25000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124101,Hyundai Grand i10 1.2 CRDi Asta,20000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,Hyundai
124102,Renault KWID RXT,60000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Renault
124103,Maruti Swift VDI,70000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124104,Mahindra Bolero 2011-2019 SLX,50000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
124105,Honda Accord V6 AT,100000,Petrol,Automatic,9.0 kmpl,2997 CC,218 bhp,196Nm@ 5000rpm,5,Honda
124106,Maruti Alto K10 VXI,52000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124107,Maruti Swift Dzire VDI,80000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124108,Hyundai EON Era Plus,50000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124109,Mahindra Scorpio S10 7 Seater,60000,Diesel,Manual,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,Mahindra
124110,Maruti Alto K10 VXI,25000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124111,Hyundai Grand i10 CRDi Asta,50000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,Hyundai
124112,Ford EcoSport 1.5 TDCi Titanium BSIV,125000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,Ford
124113,Maruti Wagon R VXI Optional,80000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124114,Mahindra Bolero 2011-2019 DI - AC BS III,70000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
124115,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),90000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Hyundai
124116,Tata Bolt Quadrajet XE,50000,Diesel,Manual,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,Tata
124117,Mahindra Thar CRDe,101000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,Mahindra
124118,Mahindra Xylo E4 BS IV,168000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,Mahindra
124119,Mahindra Xylo E4 BS IV,168000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,Mahindra
124120,Maruti Wagon R VXI BS IV,40000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124121,Tata Indica Vista Aura Safire Anniversary Edition,28900,Petrol,Manual,0.0 kmpl,1172 CC,65 bhp,"9.8@ 3,000(kgm@ rpm)",5,Tata
124122,Maruti Wagon R VXI BS IV,20000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124123,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Diesel,Automatic,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,Jaguar
124124,Lexus ES 300h,20000,Petrol,Automatic,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,Lexus
124125,Jaguar XF 2.0 Diesel Portfolio,45000,Diesel,Automatic,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,Jaguar
124126,Tata Safari Storme EX,110000,Diesel,Manual,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,Tata
124127,Volvo XC40 D4 Inscription BSIV,20000,Diesel,Automatic,18.0 kmpl,1969 CC,190 bhp,400Nm,5,Volvo
124128,Toyota Camry 2.5 Hybrid,68089,Petrol,Automatic,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,Toyota
124129,Maruti Wagon R LXI,58343,Petrol,Manual,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124130,Maruti Baleno Alpha 1.3,38817,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
124131,Honda Jazz VX,56494,Petrol,Manual,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Honda
124132,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,Toyota
124133,Maruti Swift AMT VVT VXI,5621,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124134,Toyota Etios VX,25538,Petrol,Manual,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,Toyota
124135,Maruti Swift AMT ZXI,69779,Petrol,Automatic,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124136,Hyundai Grand i10 1.2 CRDi Sportz,56290,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,Hyundai
124137,BMW X4 M Sport X xDrive20d,7500,Diesel,Automatic,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,BMW
124138,BMW X4 M Sport X xDrive20d,8500,Diesel,Automatic,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,BMW
124139,Honda Amaze V CVT Petrol BSIV,7032,Petrol,Automatic,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,Honda
124140,Skoda Rapid 1.6 MPI AT Elegance,11000,Petrol,Automatic,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,Skoda
124141,Volvo V40 D3 R-Design,2000,Diesel,Automatic,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,Volvo
124142,Mahindra TUV 300 T8,165000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124143,Maruti A-Star Zxi,98500,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,Maruti
124144,Hyundai i10 Asta,98000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,Hyundai
124145,Mahindra Thar CRDe AC,40000,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,Mahindra
124146,Fiat Grande Punto Sport 90BHP,90000,Diesel,Manual,20.3 kmpl,1248 CC,92 bhp,209Nm@ 2000rpm,5,Fiat
124147,Maruti Alto LXi,90000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
124148,Hyundai Getz 1.5 CRDi GVS,110000,Diesel,Manual,17.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,Hyundai
124149,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,77800,Diesel,Manual,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124150,Mahindra TUV 300 T8,100000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124151,Tata Indica V2 Turbomax DLS BS IV,120000,Diesel,Manual,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5,Tata
124152,Hyundai Xcent 1.2 Kappa Base,80000,Petrol,Manual,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,Hyundai
124153,Mahindra KUV 100 G80 K6 Plus,21000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,Mahindra
124154,Maruti Swift Dzire Tour S CNG,100000,Petrol,Manual,19.0 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,Maruti
124155,Maruti Swift Dzire VXI 1.2,25000,Petrol,Manual,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124156,Ford EcoSport 1.5 Diesel Titanium BSIV,30000,Diesel,Manual,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,Ford
124157,Toyota Yaris V CVT BSIV,25000,Petrol,Automatic,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5,Toyota
124158,Mercedes-Benz E-Class E250 CDI Avantgarde,40000,Diesel,Automatic,13.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5,Mercedes-Benz
124159,Toyota Fortuner 4x2 4 Speed AT,160000,Diesel,Automatic,11.5 kmpl,2982 CC,169 bhp,343Nm@ 1400-3400rpm,7,Toyota
124160,Mahindra KUV 100 G80 K2,51492,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,Mahindra
124161,Volkswagen Vento Diesel Highline,72000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,Volkswagen
124162,Ford Figo 1.2P Titanium Opt MT,60000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,Ford
124163,Mahindra Bolero 2011-2019 SLE,136000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
124164,Hyundai Santro Xing GLS,60000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,Hyundai
124166,Hyundai Santro Xing GLS,90000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,Hyundai
124167,Nissan Sunny Diesel XV,91000,Diesel,Manual,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,Nissan
124168,Hyundai Santro Xing GL Plus,90000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,Hyundai
124169,Maruti Wagon R LXI BS IV,50000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124170,Hyundai i10 Era,20000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,Hyundai
124171,Mahindra Xylo D2 BS IV,120000,Diesel,Manual,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Mahindra
124172,Maruti Wagon R LXI Minor,150000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,Maruti
124173,Tata Indigo CS LS (TDI) BS-III,52000,Diesel,Manual,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,Tata
124174,Mahindra Bolero 2011-2019 DI BSIII,167000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8,Mahindra
124175,Maruti Swift Dzire VDI,40000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Maruti
124176,Maruti Swift Vdi BSIII,190000,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,Maruti
124177,Renault KWID 1.0 RXT Optional,50000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Renault
124178,Mahindra Xylo E6,70000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,Mahindra
124179,Maruti Wagon R LXI BSIII,80000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124180,Mahindra Bolero DI DX 8 Seater,120000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8,Mahindra
124181,Mahindra TUV 300 T8,40000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124182,Hyundai EON Era Plus,17000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124183,Maruti Zen Estilo LXI BS IV,180000,Petrol,Manual,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
124184,Maruti Celerio VXI,50000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124185,Hyundai EON Era Plus,65000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124186,Tata Nano Cx,10000,Petrol,Manual,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4,Tata
124187,Mahindra Bolero DI DX 8 Seater,70000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8,Mahindra
124188,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,90000,Diesel,Manual,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9,Chevrolet
124189,Hyundai i20 Asta 1.4 CRDi,50000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Hyundai
124190,Hyundai Elite i20 Magna Plus BSIV,10000,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5,Hyundai
124191,Mahindra TUV 300 T6 Plus,25000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
124192,Mahindra Scorpio M2DI,100000,Diesel,Manual,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5,Mahindra
124193,Honda CR-V 2.4 4WD AT,70000,Petrol,Automatic,10.1 kmpl,2354 CC,152 bhp,215Nm@ 3600rpm,5,Honda
124194,Datsun GO Anniversary Edition,30000,Petrol,Manual,20.63 kmpl,1198 CC,67.06 bhp,104Nm@ 4000rpm,5,Datsun
124195,Mahindra KUV 100 mFALCON G80 K2,40000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,Mahindra
124196,Hyundai i20 Sportz 1.4 CRDi,135000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5,Hyundai
124197,Maruti Celerio LXI,35000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
124198,Hyundai Accent GLE,120000,Petrol,Manual,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,Hyundai
124199,Mahindra Bolero 2011-2019 SLE,120000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
124200,Tata Indigo CS LS (TDI) BS III,190000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Tata
124201,Mahindra Bolero 2011-2019 Plus AC,120000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9,Mahindra
124203,Mahindra Bolero PLUS AC BSIII,175000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
124204,Mahindra Bolero 2011-2019 Plus - AC BSIII,175000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
124205,Nissan Sunny XE,25000,Petrol,Manual,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5,Nissan
124206,Tata Manza Club Class Quadrajet90 VX,80000,Diesel,Manual,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,Tata
124207,Hyundai Xcent 1.1 CRDi SX Option,70000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5,Hyundai
124208,Hyundai Xcent 1.2 VTVT E Plus,10000,Petrol,Manual,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
124209,Ford Freestyle Titanium Plus Petrol BSIV,6000,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5,Ford
124210,Skoda Rapid Ultima 1.6 TDI Elegance,90000,Diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,Skoda
124211,Mahindra Bolero 2011-2019 Plus - AC BSIII,110000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
124212,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,120000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,9,Mahindra
124213,Toyota Innova 2.5 G (Diesel) 7 Seater,50000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,Toyota
124214,Hyundai Grand i10 1.2 Kappa Magna AT,20000,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
124215,Renault KWID 1.0 RXT Optional,35000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Renault
124216,Volkswagen Polo 1.5 TDI Comfortline,60000,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5,Volkswagen
124217,Chevrolet Beat LT,68000,Petrol,Manual,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,Chevrolet
124218,Maruti Swift VXI Optional,30000,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
124219,Mahindra XUV500 W10 2WD,54000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
124222,Tata Indica V2 DLX TC,120000,Diesel,Manual,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,Tata
124223,Hyundai Grand i10 1.2 Kappa Magna BSIV,30000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
124225,Tata Tiago 1.05 Revotorq XM,50000,Diesel,Manual,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,Tata
124226,Maruti Alto K10 VXI,6000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124227,Maruti Eeco 7 Seater Standard BSIV,50000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7,Maruti
124228,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,90000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
124229,Toyota Innova 2.5 E Diesel MS 8-seater,126000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Toyota
124230,Tata Indigo eCS VX BSIV,90000,Diesel,Manual,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,Tata
124231,Ford Figo Aspire 1.2 Ti-VCT Titanium,80000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,Ford
124232,Mahindra Scorpio 2.6 CRDe SLE,70000,Diesel,Manual,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7,Mahindra
124234,Hyundai EON Era Plus,80000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124235,Hyundai EON D Lite,80000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
124236,Maruti Alto LX,150000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
124237,Tata Indica V2 DL BSIII,110000,Diesel,Manual,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,Tata
124238,Maruti Vitara Brezza ZDi Plus Dual Tone,110000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
124239,Volkswagen Polo Diesel Highline 1.2L,80000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Volkswagen
124240,Hyundai Grand i10 1.2 Kappa Sportz BSIV,20000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
124241,Mahindra Xylo D2,120000,Diesel,Manual,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Mahindra
124242,Mahindra Bolero 2011-2019 DI - AC BS III,120000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
124243,Fiat Linea 1.3 Active,80000,Diesel,Manual,20.4 kmpl,1248 CC,91.2 bhp,209Nm@ 2000rpm,5,Fiat
124244,Hyundai Grand i10 CRDi Sportz,91500,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,Hyundai
124245,Maruti Swift Dzire VDi,120000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Maruti
124246,Hyundai i20 1.4 CRDi Era,100000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Hyundai
124247,Mahindra Xylo D4 BSIV,120000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,Mahindra
124248,Honda Amaze i-VTEC Privilege Edition,80000,Petrol,Manual,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5,Honda
124249,Mahindra Scorpio S2 7 Seater,90000,Diesel,Manual,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7,Mahindra
124250,Maruti Alto K10 VXI,70000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
124252,Mahindra Scorpio M2DI,150000,Diesel,Manual,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5,Mahindra
124254,Tata Indica Vista Quadrajet ZX,40000,Diesel,Manual,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,Tata
124255,Ford Endeavour Hurricane Limited Edition,110000,Diesel,Automatic,12.8 kmpl,2953 CC,156 bhp,380Nm(38.7kgm)@ 2500rpm,7,Ford
124256,Hyundai Grand i10 Sportz,20000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,Hyundai
124257,Ford Freestyle Trend Petrol BSIV,10000,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5,Ford
124258,Mahindra XUV500 W8 2WD,90000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
124259,Chevrolet Aveo U-VA 1.2 LS,70000,Petrol,Manual,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5,Chevrolet
124260,Mahindra Bolero SLX 2WD BSIII,120000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
124261,Mahindra Scorpio 2.6 SPORTZ CRDe,120000,Diesel,Manual,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
124262,Hyundai Santro Xing GL,90000,Petrol,Manual,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5,Hyundai
124263,Datsun RediGO Sport,80000,Petrol,Manual,22.7 kmpl,799 CC,53 bhp,72Nm@ 4388rpm,5,Datsun
124264,Mahindra Bolero ZLX BSIII,132478,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
